,No.,Time,Source,Destination,Protocol,Length,Info,From_Target,OS,Software,Comm_Type,Session,Info_Filtered,Handshake,Seq,Ack,Win,Len,Conversation_dT,Conversation_Protocol_T-1,Conversation_Protocol_T-2,Conversation_Protocol_T-3,Conversation_Protocol_T-4,Conversation_Protocol_T-5,Conversation_Protocol_T-6,Conversation_Protocol_T-7,Conversation_Protocol_T-8,Conversation_Protocol_T-9,Conversation_Length_T-1,Conversation_Length_T-2,Conversation_Length_T-3,Conversation_Length_T-4,Conversation_Length_T-5,Conversation_Length_T-6,Conversation_Length_T-7,Conversation_Length_T-8,Conversation_Length_T-9,Conversation_From_Target_T-1,Conversation_From_Target_T-2,Conversation_From_Target_T-3,Conversation_From_Target_T-4,Conversation_From_Target_T-5,Conversation_From_Target_T-6,Conversation_From_Target_T-7,Conversation_From_Target_T-8,Conversation_From_Target_T-9,Conversation_dT_T-1,Conversation_dT_T-2,Conversation_dT_T-3,Conversation_dT_T-4,Conversation_dT_T-5,Conversation_dT_T-6,Conversation_dT_T-7,Conversation_dT_T-8,Conversation_dT_T-9
43,46,69.418928257,Target,1.1.1.1,TLSv1.3,134,"Change Cipher Spec, Application Data",True,Linux,Python,Exfiltration,5,"Change Cipher Spec, Application Data",,,,,,0.00043918000000076063,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,54,1330,54,1514,60,571,54,60,74,True,False,True,False,False,True,True,False,True,2.3660000010750082e-05,0.00024311399998566685,2.143000000387474e-05,0.043226975999999695,0.00011196000001234552,0.00031206399998495726,4.9450000005890615e-05,0.04109191900001008,47.05205440899999
44,47,69.419048567,Target,1.1.1.1,TLSv1.3,253,Application Data,True,Linux,Python,Exfiltration,5,Application Data,,,,,,0.00012030999999979031,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,134,54,1330,54,1514,60,571,54,60,True,True,False,True,False,False,True,True,False,0.00043918000000076063,2.3660000010750082e-05,0.00024311399998566685,2.143000000387474e-05,0.043226975999999695,0.00011196000001234552,0.00031206399998495726,4.9450000005890615e-05,0.04109191900001008
45,48,69.419072376,1.1.1.1,Target,TCP,60,443  >  50998 [ACK] Seq=2737 Ack=598 Win=65535 Len=0,False,,,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],2737,598,65535,0,2.38089999982094e-05,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,253,134,54,1330,54,1514,60,571,54,True,True,True,False,True,False,False,True,True,0.00012030999999979031,0.00043918000000076063,2.3660000010750082e-05,0.00024311399998566685,2.143000000387474e-05,0.043226975999999695,0.00011196000001234552,0.00031206399998495726,4.9450000005890615e-05
46,49,69.419192047,1.1.1.1,Target,TCP,60,443  >  50998 [ACK] Seq=2737 Ack=797 Win=65535 Len=0,False,,,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],2737,797,65535,0,0.00011967099999310449,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,60,253,134,54,1330,54,1514,60,571,False,True,True,True,False,True,False,False,True,2.38089999982094e-05,0.00012030999999979031,0.00043918000000076063,2.3660000010750082e-05,0.00024311399998566685,2.143000000387474e-05,0.043226975999999695,0.00011196000001234552,0.00031206399998495726
47,50,69.476073403,1.1.1.1,Target,TLSv1.3,1108,"Application Data, Application Data",False,,,Exfiltration,5,"Application Data, Application Data",,,,,,0.05688135600000521,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,60,60,253,134,54,1330,54,1514,60,False,False,True,True,True,False,True,False,False,0.00011967099999310449,2.38089999982094e-05,0.00012030999999979031,0.00043918000000076063,2.3660000010750082e-05,0.00024311399998566685,2.143000000387474e-05,0.043226975999999695,0.00011196000001234552
48,51,69.47622700699999,1.1.1.1,Target,TCP,60,"443  >  50998 [FIN, ACK] Seq=3791 Ack=797 Win=65535 Len=0",False,,,Exfiltration,5,"  >   [FIN, ACK] Seq= Ack= Win= Len=","[FIN, ACK]",3791,797,65535,0,0.00015360399999053698,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,1108,60,60,253,134,54,1330,54,1514,False,False,False,True,True,True,False,True,False,0.05688135600000521,0.00011967099999310449,2.38089999982094e-05,0.00012030999999979031,0.00043918000000076063,2.3660000010750082e-05,0.00024311399998566685,2.143000000387474e-05,0.043226975999999695
49,52,69.476549257,Target,1.1.1.1,TCP,54,"50998  >  443 [FIN, ACK] Seq=797 Ack=3792 Win=36920 Len=0",True,Linux,Python,Exfiltration,5,"  >   [FIN, ACK] Seq= Ack= Win= Len=","[FIN, ACK]",797,3792,36920,0,0.00032225000001062654,TCP,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,60,1108,60,60,253,134,54,1330,54,False,False,False,False,True,True,True,False,True,0.00015360399999053698,0.05688135600000521,0.00011967099999310449,2.38089999982094e-05,0.00012030999999979031,0.00043918000000076063,2.3660000010750082e-05,0.00024311399998566685,2.143000000387474e-05
50,53,69.476673627,1.1.1.1,Target,TCP,60,443  >  50998 [ACK] Seq=3792 Ack=798 Win=65535 Len=0,False,,,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],3792,798,65535,0,0.0001243699999946557,TCP,TCP,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,54,60,1108,60,60,253,134,54,1330,True,False,False,False,False,True,True,True,False,0.00032225000001062654,0.00015360399999053698,0.05688135600000521,0.00011967099999310449,2.38089999982094e-05,0.00012030999999979031,0.00043918000000076063,2.3660000010750082e-05,0.00024311399998566685
51,54,112.52347349,Target,1.1.1.1,TCP,74,51000  >  443 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=1405220224 TSecr=0 WS=1024,True,Linux,Python,Exfiltration,5,  >   [SYN] Seq= Win= Len= MSS= SACK_PERM= TSval= TSecr= WS=,[SYN],0,,29200,0,43.046799863000004,TCP,TCP,TCP,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,TCP,60,54,60,1108,60,60,253,134,54,False,True,False,False,False,False,True,True,True,0.0001243699999946557,0.00032225000001062654,0.00015360399999053698,0.05688135600000521,0.00011967099999310449,2.38089999982094e-05,0.00012030999999979031,0.00043918000000076063,2.3660000010750082e-05
52,55,112.560214755,1.1.1.1,Target,TCP,60,"443  >  51000 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460",False,,,Exfiltration,5,"  >   [SYN, ACK] Seq= Ack= Win= Len= MSS=","[SYN, ACK]",0,1,65535,0,0.03674126500000341,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,74,60,54,60,1108,60,60,253,134,True,False,True,False,False,False,False,True,True,43.046799863000004,0.0001243699999946557,0.00032225000001062654,0.00015360399999053698,0.05688135600000521,0.00011967099999310449,2.38089999982094e-05,0.00012030999999979031,0.00043918000000076063
53,56,112.560260645,Target,1.1.1.1,TCP,54,51000  >  443 [ACK] Seq=1 Ack=1 Win=29200 Len=0,True,Linux,Python,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],1,1,29200,0,4.588999999555199e-05,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TCP,TLSv1.3,60,74,60,54,60,1108,60,60,253,False,True,False,True,False,False,False,False,True,0.03674126500000341,43.046799863000004,0.0001243699999946557,0.00032225000001062654,0.00015360399999053698,0.05688135600000521,0.00011967099999310449,2.38089999982094e-05,0.00012030999999979031
54,57,112.560559669,Target,1.1.1.1,TLSv1.3,571,Client Hello,True,Linux,Python,Exfiltration,5,Client Hello,,,,,,0.00029902400000025864,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TCP,54,60,74,60,54,60,1108,60,60,True,False,True,False,True,False,False,False,False,4.588999999555199e-05,0.03674126500000341,43.046799863000004,0.0001243699999946557,0.00032225000001062654,0.00015360399999053698,0.05688135600000521,0.00011967099999310449,2.38089999982094e-05
55,58,112.560682909,1.1.1.1,Target,TCP,60,443  >  51000 [ACK] Seq=1 Ack=518 Win=65535 Len=0,False,,,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],1,518,65535,0,0.00012323999999352964,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,571,54,60,74,60,54,60,1108,60,True,True,False,True,False,True,False,False,False,0.00029902400000025864,4.588999999555199e-05,0.03674126500000341,43.046799863000004,0.0001243699999946557,0.00032225000001062654,0.00015360399999053698,0.05688135600000521,0.00011967099999310449
56,59,112.59896519799999,1.1.1.1,Target,TLSv1.3,1514,"Server Hello, Change Cipher Spec",False,,,Exfiltration,5,"Server Hello, Change Cipher Spec",,,,,,0.03828228899999431,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,60,571,54,60,74,60,54,60,1108,False,True,True,False,True,False,True,False,False,0.00012323999999352964,0.00029902400000025864,4.588999999555199e-05,0.03674126500000341,43.046799863000004,0.0001243699999946557,0.00032225000001062654,0.00015360399999053698,0.05688135600000521
57,60,112.59898968799999,Target,1.1.1.1,TCP,54,51000  >  443 [ACK] Seq=518 Ack=1461 Win=31240 Len=0,True,Linux,Python,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],518,1461,31240,0,2.449000000126489e-05,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,1514,60,571,54,60,74,60,54,60,False,False,True,True,False,True,False,True,False,0.03828228899999431,0.00012323999999352964,0.00029902400000025864,4.588999999555199e-05,0.03674126500000341,43.046799863000004,0.0001243699999946557,0.00032225000001062654,0.00015360399999053698
58,61,112.59922564799999,1.1.1.1,Target,TLSv1.3,1329,Application Data,False,,,Exfiltration,5,Application Data,,,,,,0.00023595999999770356,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,54,1514,60,571,54,60,74,60,54,True,False,False,True,True,False,True,False,True,2.449000000126489e-05,0.03828228899999431,0.00012323999999352964,0.00029902400000025864,4.588999999555199e-05,0.03674126500000341,43.046799863000004,0.0001243699999946557,0.00032225000001062654
59,62,112.59923284799999,Target,1.1.1.1,TCP,54,51000  >  443 [ACK] Seq=518 Ack=2736 Win=34080 Len=0,True,Linux,Python,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],518,2736,34080,0,7.199999998874773e-06,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,1329,54,1514,60,571,54,60,74,60,False,True,False,False,True,True,False,True,False,0.00023595999999770356,2.449000000126489e-05,0.03828228899999431,0.00012323999999352964,0.00029902400000025864,4.588999999555199e-05,0.03674126500000341,43.046799863000004,0.0001243699999946557
60,63,112.599657812,Target,1.1.1.1,TLSv1.3,134,"Change Cipher Spec, Application Data",True,Linux,Python,Exfiltration,5,"Change Cipher Spec, Application Data",,,,,,0.0004249640000182353,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,54,1329,54,1514,60,571,54,60,74,True,False,True,False,False,True,True,False,True,7.199999998874773e-06,0.00023595999999770356,2.449000000126489e-05,0.03828228899999431,0.00012323999999352964,0.00029902400000025864,4.588999999555199e-05,0.03674126500000341,43.046799863000004
61,64,112.599814201,Target,1.1.1.1,TLSv1.3,251,Application Data,True,Linux,Python,Exfiltration,5,Application Data,,,,,,0.00015638899999714795,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,134,54,1329,54,1514,60,571,54,60,True,True,False,True,False,False,True,True,False,0.0004249640000182353,7.199999998874773e-06,0.00023595999999770356,2.449000000126489e-05,0.03828228899999431,0.00012323999999352964,0.00029902400000025864,4.588999999555199e-05,0.03674126500000341
62,65,112.599876951,1.1.1.1,Target,TCP,60,443  >  51000 [ACK] Seq=2736 Ack=598 Win=65535 Len=0,False,,,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],2736,598,65535,0,6.274999999789088e-05,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,251,134,54,1329,54,1514,60,571,54,True,True,True,False,True,False,False,True,True,0.00015638899999714795,0.0004249640000182353,7.199999998874773e-06,0.00023595999999770356,2.449000000126489e-05,0.03828228899999431,0.00012323999999352964,0.00029902400000025864,4.588999999555199e-05
63,66,112.601834466,1.1.1.1,Target,TCP,60,443  >  51000 [ACK] Seq=2736 Ack=795 Win=65535 Len=0,False,,,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],2736,795,65535,0,0.0019575150000008534,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,60,251,134,54,1329,54,1514,60,571,False,True,True,True,False,True,False,False,True,6.274999999789088e-05,0.00015638899999714795,0.0004249640000182353,7.199999998874773e-06,0.00023595999999770356,2.449000000126489e-05,0.03828228899999431,0.00012323999999352964,0.00029902400000025864
64,67,112.659186456,1.1.1.1,Target,TLSv1.3,1104,"Application Data, Application Data",False,,,Exfiltration,5,"Application Data, Application Data",,,,,,0.057351990000000796,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,60,60,251,134,54,1329,54,1514,60,False,False,True,True,True,False,True,False,False,0.0019575150000008534,6.274999999789088e-05,0.00015638899999714795,0.0004249640000182353,7.199999998874773e-06,0.00023595999999770356,2.449000000126489e-05,0.03828228899999431,0.00012323999999352964
65,68,112.65933372100001,1.1.1.1,Target,TCP,60,"443  >  51000 [FIN, ACK] Seq=3786 Ack=795 Win=65535 Len=0",False,,,Exfiltration,5,"  >   [FIN, ACK] Seq= Ack= Win= Len=","[FIN, ACK]",3786,795,65535,0,0.00014726500000961096,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,1104,60,60,251,134,54,1329,54,1514,False,False,False,True,True,True,False,True,False,0.057351990000000796,0.0019575150000008534,6.274999999789088e-05,0.00015638899999714795,0.0004249640000182353,7.199999998874773e-06,0.00023595999999770356,2.449000000126489e-05,0.03828228899999431
66,69,112.659679641,Target,1.1.1.1,TCP,54,"51000  >  443 [FIN, ACK] Seq=795 Ack=3787 Win=36920 Len=0",True,Linux,Python,Exfiltration,5,"  >   [FIN, ACK] Seq= Ack= Win= Len=","[FIN, ACK]",795,3787,36920,0,0.0003459199999866769,TCP,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,60,1104,60,60,251,134,54,1329,54,False,False,False,False,True,True,True,False,True,0.00014726500000961096,0.057351990000000796,0.0019575150000008534,6.274999999789088e-05,0.00015638899999714795,0.0004249640000182353,7.199999998874773e-06,0.00023595999999770356,2.449000000126489e-05
67,70,112.659797861,1.1.1.1,Target,TCP,60,443  >  51000 [ACK] Seq=3787 Ack=796 Win=65535 Len=0,False,,,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],3787,796,65535,0,0.00011822000000449862,TCP,TCP,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,54,60,1104,60,60,251,134,54,1329,True,False,False,False,False,True,True,True,False,0.0003459199999866769,0.00014726500000961096,0.057351990000000796,0.0019575150000008534,6.274999999789088e-05,0.00015638899999714795,0.0004249640000182353,7.199999998874773e-06,0.00023595999999770356
68,73,172.683829618,Target,1.1.1.1,TCP,74,51002  >  443 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=1405280384 TSecr=0 WS=1024,True,Linux,Python,Exfiltration,5,  >   [SYN] Seq= Win= Len= MSS= SACK_PERM= TSval= TSecr= WS=,[SYN],0,,29200,0,60.024031757,TCP,TCP,TCP,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,TCP,60,54,60,1104,60,60,251,134,54,False,True,False,False,False,False,True,True,True,0.00011822000000449862,0.0003459199999866769,0.00014726500000961096,0.057351990000000796,0.0019575150000008534,6.274999999789088e-05,0.00015638899999714795,0.0004249640000182353,7.199999998874773e-06
69,74,172.714746837,1.1.1.1,Target,TCP,60,"443  >  51002 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460",False,,,Exfiltration,5,"  >   [SYN, ACK] Seq= Ack= Win= Len= MSS=","[SYN, ACK]",0,1,65535,0,0.03091721900000266,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,74,60,54,60,1104,60,60,251,134,True,False,True,False,False,False,False,True,True,60.024031757,0.00011822000000449862,0.0003459199999866769,0.00014726500000961096,0.057351990000000796,0.0019575150000008534,6.274999999789088e-05,0.00015638899999714795,0.0004249640000182353
70,75,172.71478776700002,Target,1.1.1.1,TCP,54,51002  >  443 [ACK] Seq=1 Ack=1 Win=29200 Len=0,True,Linux,Python,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],1,1,29200,0,4.093000001148539e-05,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TCP,TLSv1.3,60,74,60,54,60,1104,60,60,251,False,True,False,True,False,False,False,False,True,0.03091721900000266,60.024031757,0.00011822000000449862,0.0003459199999866769,0.00014726500000961096,0.057351990000000796,0.0019575150000008534,6.274999999789088e-05,0.00015638899999714795
71,76,172.715074767,Target,1.1.1.1,TLSv1.3,571,Client Hello,True,Linux,Python,Exfiltration,5,Client Hello,,,,,,0.0002869999999859374,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TCP,54,60,74,60,54,60,1104,60,60,True,False,True,False,True,False,False,False,False,4.093000001148539e-05,0.03091721900000266,60.024031757,0.00011822000000449862,0.0003459199999866769,0.00014726500000961096,0.057351990000000796,0.0019575150000008534,6.274999999789088e-05
72,77,172.715183602,1.1.1.1,Target,TCP,60,443  >  51002 [ACK] Seq=1 Ack=518 Win=65535 Len=0,False,,,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],1,518,65535,0,0.00010883499999181367,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,571,54,60,74,60,54,60,1104,60,True,True,False,True,False,True,False,False,False,0.0002869999999859374,4.093000001148539e-05,0.03091721900000266,60.024031757,0.00011822000000449862,0.0003459199999866769,0.00014726500000961096,0.057351990000000796,0.0019575150000008534
73,78,172.748736874,1.1.1.1,Target,TLSv1.3,1514,"Server Hello, Change Cipher Spec",False,,,Exfiltration,5,"Server Hello, Change Cipher Spec",,,,,,0.03355327200000602,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,60,571,54,60,74,60,54,60,1104,False,True,True,False,True,False,True,False,False,0.00010883499999181367,0.0002869999999859374,4.093000001148539e-05,0.03091721900000266,60.024031757,0.00011822000000449862,0.0003459199999866769,0.00014726500000961096,0.057351990000000796
74,79,172.748759914,Target,1.1.1.1,TCP,54,51002  >  443 [ACK] Seq=518 Ack=1461 Win=31240 Len=0,True,Linux,Python,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],518,1461,31240,0,2.3040000002083616e-05,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,1514,60,571,54,60,74,60,54,60,False,False,True,True,False,True,False,True,False,0.03355327200000602,0.00010883499999181367,0.0002869999999859374,4.093000001148539e-05,0.03091721900000266,60.024031757,0.00011822000000449862,0.0003459199999866769,0.00014726500000961096
75,80,172.74892586299998,1.1.1.1,Target,TLSv1.3,1331,Application Data,False,,,Exfiltration,5,Application Data,,,,,,0.00016594899997812718,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,54,1514,60,571,54,60,74,60,54,True,False,False,True,True,False,True,False,True,2.3040000002083616e-05,0.03355327200000602,0.00010883499999181367,0.0002869999999859374,4.093000001148539e-05,0.03091721900000266,60.024031757,0.00011822000000449862,0.0003459199999866769
76,81,172.748951243,Target,1.1.1.1,TCP,54,51002  >  443 [ACK] Seq=518 Ack=2738 Win=34080 Len=0,True,Linux,Python,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],518,2738,34080,0,2.5380000010954973e-05,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,1331,54,1514,60,571,54,60,74,60,False,True,False,False,True,True,False,True,False,0.00016594899997812718,2.3040000002083616e-05,0.03355327200000602,0.00010883499999181367,0.0002869999999859374,4.093000001148539e-05,0.03091721900000266,60.024031757,0.00011822000000449862
77,82,172.74940352299998,Target,1.1.1.1,TLSv1.3,134,"Change Cipher Spec, Application Data",True,Linux,Python,Exfiltration,5,"Change Cipher Spec, Application Data",,,,,,0.0004522799999904237,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,54,1331,54,1514,60,571,54,60,74,True,False,True,False,False,True,True,False,True,2.5380000010954973e-05,0.00016594899997812718,2.3040000002083616e-05,0.03355327200000602,0.00010883499999181367,0.0002869999999859374,4.093000001148539e-05,0.03091721900000266,60.024031757
78,83,172.749483283,1.1.1.1,Target,TCP,60,443  >  51002 [ACK] Seq=2738 Ack=598 Win=65535 Len=0,False,,,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],2738,598,65535,0,7.97600000055354e-05,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,134,54,1331,54,1514,60,571,54,60,True,True,False,True,False,False,True,True,False,0.0004522799999904237,2.5380000010954973e-05,0.00016594899997812718,2.3040000002083616e-05,0.03355327200000602,0.00010883499999181367,0.0002869999999859374,4.093000001148539e-05,0.03091721900000266
79,84,172.749490413,Target,1.1.1.1,TLSv1.3,249,Application Data,True,Linux,Python,Exfiltration,5,Application Data,,,,,,7.1300000001883745e-06,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,60,134,54,1331,54,1514,60,571,54,False,True,True,False,True,False,False,True,True,7.97600000055354e-05,0.0004522799999904237,2.5380000010954973e-05,0.00016594899997812718,2.3040000002083616e-05,0.03355327200000602,0.00010883499999181367,0.0002869999999859374,4.093000001148539e-05
80,85,172.75160639700002,1.1.1.1,Target,TCP,60,443  >  51002 [ACK] Seq=2738 Ack=793 Win=65535 Len=0,False,,,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],2738,793,65535,0,0.002115984000027993,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,249,60,134,54,1331,54,1514,60,571,True,False,True,True,False,True,False,False,True,7.1300000001883745e-06,7.97600000055354e-05,0.0004522799999904237,2.5380000010954973e-05,0.00016594899997812718,2.3040000002083616e-05,0.03355327200000602,0.00010883499999181367,0.0002869999999859374
81,86,172.80044340799998,1.1.1.1,Target,TLSv1.3,1100,"Application Data, Application Data",False,,,Exfiltration,5,"Application Data, Application Data",,,,,,0.04883701099996074,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,60,249,60,134,54,1331,54,1514,60,False,True,False,True,True,False,True,False,False,0.002115984000027993,7.1300000001883745e-06,7.97600000055354e-05,0.0004522799999904237,2.5380000010954973e-05,0.00016594899997812718,2.3040000002083616e-05,0.03355327200000602,0.00010883499999181367
82,87,172.800605548,1.1.1.1,Target,TCP,60,"443  >  51002 [FIN, ACK] Seq=3784 Ack=793 Win=65535 Len=0",False,,,Exfiltration,5,"  >   [FIN, ACK] Seq= Ack= Win= Len=","[FIN, ACK]",3784,793,65535,0,0.00016214000001468776,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,1100,60,249,60,134,54,1331,54,1514,False,False,True,False,True,True,False,True,False,0.04883701099996074,0.002115984000027993,7.1300000001883745e-06,7.97600000055354e-05,0.0004522799999904237,2.5380000010954973e-05,0.00016594899997812718,2.3040000002083616e-05,0.03355327200000602
83,88,172.80096864700002,Target,1.1.1.1,TCP,54,"51002  >  443 [FIN, ACK] Seq=793 Ack=3785 Win=36920 Len=0",True,Linux,Python,Exfiltration,5,"  >   [FIN, ACK] Seq= Ack= Win= Len=","[FIN, ACK]",793,3785,36920,0,0.0003630990000260681,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,60,1100,60,249,60,134,54,1331,54,False,False,False,True,False,True,True,False,True,0.00016214000001468776,0.04883701099996074,0.002115984000027993,7.1300000001883745e-06,7.97600000055354e-05,0.0004522799999904237,2.5380000010954973e-05,0.00016594899997812718,2.3040000002083616e-05
84,89,172.801160567,1.1.1.1,Target,TCP,60,443  >  51002 [ACK] Seq=3785 Ack=794 Win=65535 Len=0,False,,,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],3785,794,65535,0,0.00019191999999179643,TCP,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,54,60,1100,60,249,60,134,54,1331,True,False,False,False,True,False,True,True,False,0.0003630990000260681,0.00016214000001468776,0.04883701099996074,0.002115984000027993,7.1300000001883745e-06,7.97600000055354e-05,0.0004522799999904237,2.5380000010954973e-05,0.00016594899997812718
85,92,188.810358926,Target,1.1.1.1,TCP,74,51004  >  443 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=1405296511 TSecr=0 WS=1024,True,Linux,Python,Exfiltration,5,  >   [SYN] Seq= Win= Len= MSS= SACK_PERM= TSval= TSecr= WS=,[SYN],0,,29200,0,16.00919835899998,TCP,TCP,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,60,54,60,1100,60,249,60,134,54,False,True,False,False,False,True,False,True,True,0.00019191999999179643,0.0003630990000260681,0.00016214000001468776,0.04883701099996074,0.002115984000027993,7.1300000001883745e-06,7.97600000055354e-05,0.0004522799999904237,2.5380000010954973e-05
86,93,188.845157502,1.1.1.1,Target,TCP,60,"443  >  51004 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460",False,,,Exfiltration,5,"  >   [SYN, ACK] Seq= Ack= Win= Len= MSS=","[SYN, ACK]",0,1,65535,0,0.034798576000014236,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,74,60,54,60,1100,60,249,60,134,True,False,True,False,False,False,True,False,True,16.00919835899998,0.00019191999999179643,0.0003630990000260681,0.00016214000001468776,0.04883701099996074,0.002115984000027993,7.1300000001883745e-06,7.97600000055354e-05,0.0004522799999904237
87,94,188.845202862,Target,1.1.1.1,TCP,54,51004  >  443 [ACK] Seq=1 Ack=1 Win=29200 Len=0,True,Linux,Python,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],1,1,29200,0,4.5360000001437584e-05,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TLSv1.3,TCP,60,74,60,54,60,1100,60,249,60,False,True,False,True,False,False,False,True,False,0.034798576000014236,16.00919835899998,0.00019191999999179643,0.0003630990000260681,0.00016214000001468776,0.04883701099996074,0.002115984000027993,7.1300000001883745e-06,7.97600000055354e-05
