,No.,Time,Source,Destination,Protocol,Length,Info,From_Target,OS,Software,Comm_Type,Session,Info_Filtered,Handshake,Seq,Ack,Win,Len,Conversation_dT,Conversation_Protocol_T-1,Conversation_Protocol_T-2,Conversation_Protocol_T-3,Conversation_Protocol_T-4,Conversation_Protocol_T-5,Conversation_Protocol_T-6,Conversation_Protocol_T-7,Conversation_Protocol_T-8,Conversation_Protocol_T-9,Conversation_Length_T-1,Conversation_Length_T-2,Conversation_Length_T-3,Conversation_Length_T-4,Conversation_Length_T-5,Conversation_Length_T-6,Conversation_Length_T-7,Conversation_Length_T-8,Conversation_Length_T-9,Conversation_From_Target_T-1,Conversation_From_Target_T-2,Conversation_From_Target_T-3,Conversation_From_Target_T-4,Conversation_From_Target_T-5,Conversation_From_Target_T-6,Conversation_From_Target_T-7,Conversation_From_Target_T-8,Conversation_From_Target_T-9,Conversation_dT_T-1,Conversation_dT_T-2,Conversation_dT_T-3,Conversation_dT_T-4,Conversation_dT_T-5,Conversation_dT_T-6,Conversation_dT_T-7,Conversation_dT_T-8,Conversation_dT_T-9
598,615,1125.3520941460001,Target,1.1.1.1,TLSv1.3,571,Client Hello,True,Linux,Python,Exfiltration,5,Client Hello,,,,,,0.00033374000008734583,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TCP,54,60,74,60,54,60,1100,60,60,True,False,True,False,True,False,False,False,False,4.4090000073992996e-05,0.038882142999909775,54.04111062600009,0.0001294559999678313,0.00028957400013496226,0.00014496999983748537,0.05391357799999241,7.492500003536406e-05,1.625499999136082e-05
599,616,1125.352225686,1.1.1.1,Target,TCP,60,443  >  51068 [ACK] Seq=1 Ack=518 Win=65535 Len=0,False,,,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],1,518,65535,0,0.00013153999998394283,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,571,54,60,74,60,54,60,1100,60,True,True,False,True,False,True,False,False,False,0.00033374000008734583,4.4090000073992996e-05,0.038882142999909775,54.04111062600009,0.0001294559999678313,0.00028957400013496226,0.00014496999983748537,0.05391357799999241,7.492500003536406e-05
600,617,1125.3949510310001,1.1.1.1,Target,TLSv1.3,1514,"Server Hello, Change Cipher Spec",False,,,Exfiltration,5,"Server Hello, Change Cipher Spec",,,,,,0.04272534500000802,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,60,571,54,60,74,60,54,60,1100,False,True,True,False,True,False,True,False,False,0.00013153999998394283,0.00033374000008734583,4.4090000073992996e-05,0.038882142999909775,54.04111062600009,0.0001294559999678313,0.00028957400013496226,0.00014496999983748537,0.05391357799999241
601,618,1125.394972331,Target,1.1.1.1,TCP,54,51068  >  443 [ACK] Seq=518 Ack=1461 Win=31240 Len=0,True,Linux,Python,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],518,1461,31240,0,2.1299999843904516e-05,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,1514,60,571,54,60,74,60,54,60,False,False,True,True,False,True,False,True,False,0.04272534500000802,0.00013153999998394283,0.00033374000008734583,4.4090000073992996e-05,0.038882142999909775,54.04111062600009,0.0001294559999678313,0.00028957400013496226,0.00014496999983748537
602,619,1125.395153781,1.1.1.1,Target,TLSv1.3,1329,Application Data,False,,,Exfiltration,5,Application Data,,,,,,0.00018145000012737,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,54,1514,60,571,54,60,74,60,54,True,False,False,True,True,False,True,False,True,2.1299999843904516e-05,0.04272534500000802,0.00013153999998394283,0.00033374000008734583,4.4090000073992996e-05,0.038882142999909775,54.04111062600009,0.0001294559999678313,0.00028957400013496226
603,620,1125.395160371,Target,1.1.1.1,TCP,54,51068  >  443 [ACK] Seq=518 Ack=2736 Win=34080 Len=0,True,Linux,Python,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],518,2736,34080,0,6.589999884454301e-06,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,1329,54,1514,60,571,54,60,74,60,False,True,False,False,True,True,False,True,False,0.00018145000012737,2.1299999843904516e-05,0.04272534500000802,0.00013153999998394283,0.00033374000008734583,4.4090000073992996e-05,0.038882142999909775,54.04111062600009,0.0001294559999678313
604,621,1125.395660056,Target,1.1.1.1,TLSv1.3,134,"Change Cipher Spec, Application Data",True,Linux,Python,Exfiltration,5,"Change Cipher Spec, Application Data",,,,,,0.0004996850000225095,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,54,1329,54,1514,60,571,54,60,74,True,False,True,False,False,True,True,False,True,6.589999884454301e-06,0.00018145000012737,2.1299999843904516e-05,0.04272534500000802,0.00013153999998394283,0.00033374000008734583,4.4090000073992996e-05,0.038882142999909775,54.04111062600009
605,622,1125.395768076,1.1.1.1,Target,TCP,60,443  >  51068 [ACK] Seq=2736 Ack=598 Win=65535 Len=0,False,,,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],2736,598,65535,0,0.00010801999997056555,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,134,54,1329,54,1514,60,571,54,60,True,True,False,True,False,False,True,True,False,0.0004996850000225095,6.589999884454301e-06,0.00018145000012737,2.1299999843904516e-05,0.04272534500000802,0.00013153999998394283,0.00033374000008734583,4.4090000073992996e-05,0.038882142999909775
606,623,1125.3957985260001,Target,1.1.1.1,TLSv1.3,250,Application Data,True,Linux,Python,Exfiltration,5,Application Data,,,,,,3.045000016754784e-05,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,60,134,54,1329,54,1514,60,571,54,False,True,True,False,True,False,False,True,True,0.00010801999997056555,0.0004996850000225095,6.589999884454301e-06,0.00018145000012737,2.1299999843904516e-05,0.04272534500000802,0.00013153999998394283,0.00033374000008734583,4.4090000073992996e-05
607,624,1125.395865535,1.1.1.1,Target,TCP,60,443  >  51068 [ACK] Seq=2736 Ack=794 Win=65535 Len=0,False,,,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],2736,794,65535,0,6.700899984934949e-05,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,250,60,134,54,1329,54,1514,60,571,True,False,True,True,False,True,False,False,True,3.045000016754784e-05,0.00010801999997056555,0.0004996850000225095,6.589999884454301e-06,0.00018145000012737,2.1299999843904516e-05,0.04272534500000802,0.00013153999998394283,0.00033374000008734583
608,625,1125.454340945,1.1.1.1,Target,TLSv1.3,1102,"Application Data, Application Data",False,,,Exfiltration,5,"Application Data, Application Data",,,,,,0.058475410000028205,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,60,250,60,134,54,1329,54,1514,60,False,True,False,True,True,False,True,False,False,6.700899984934949e-05,3.045000016754784e-05,0.00010801999997056555,0.0004996850000225095,6.589999884454301e-06,0.00018145000012737,2.1299999843904516e-05,0.04272534500000802,0.00013153999998394283
609,626,1125.454513665,1.1.1.1,Target,TCP,60,"443  >  51068 [FIN, ACK] Seq=3784 Ack=794 Win=65535 Len=0",False,,,Exfiltration,5,"  >   [FIN, ACK] Seq= Ack= Win= Len=","[FIN, ACK]",3784,794,65535,0,0.0001727199999095319,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,1102,60,250,60,134,54,1329,54,1514,False,False,True,False,True,True,False,True,False,0.058475410000028205,6.700899984934949e-05,3.045000016754784e-05,0.00010801999997056555,0.0004996850000225095,6.589999884454301e-06,0.00018145000012737,2.1299999843904516e-05,0.04272534500000802
610,627,1125.4549496539998,Target,1.1.1.1,TCP,54,"51068  >  443 [FIN, ACK] Seq=794 Ack=3785 Win=36920 Len=0",True,Linux,Python,Exfiltration,5,"  >   [FIN, ACK] Seq= Ack= Win= Len=","[FIN, ACK]",794,3785,36920,0,0.00043598899992502993,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,60,1102,60,250,60,134,54,1329,54,False,False,False,True,False,True,True,False,True,0.0001727199999095319,0.058475410000028205,6.700899984934949e-05,3.045000016754784e-05,0.00010801999997056555,0.0004996850000225095,6.589999884454301e-06,0.00018145000012737,2.1299999843904516e-05
611,628,1125.455148455,1.1.1.1,Target,TCP,60,443  >  51068 [ACK] Seq=3785 Ack=795 Win=65535 Len=0,False,,,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],3785,795,65535,0,0.00019880100012414914,TCP,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,54,60,1102,60,250,60,134,54,1329,True,False,False,False,True,False,True,True,False,0.00043598899992502993,0.0001727199999095319,0.058475410000028205,6.700899984934949e-05,3.045000016754784e-05,0.00010801999997056555,0.0004996850000225095,6.589999884454301e-06,0.00018145000012737
612,629,1182.514437921,Target,1.1.1.1,TCP,74,51070  >  443 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=1406290215 TSecr=0 WS=1024,True,Linux,Python,Exfiltration,5,  >   [SYN] Seq= Win= Len= MSS= SACK_PERM= TSval= TSecr= WS=,[SYN],0,,29200,0,57.05928946600011,TCP,TCP,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,60,54,60,1102,60,250,60,134,54,False,True,False,False,False,True,False,True,True,0.00019880100012414914,0.00043598899992502993,0.0001727199999095319,0.058475410000028205,6.700899984934949e-05,3.045000016754784e-05,0.00010801999997056555,0.0004996850000225095,6.589999884454301e-06
613,630,1182.542132082,1.1.1.1,Target,TCP,60,"443  >  51070 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460",False,,,Exfiltration,5,"  >   [SYN, ACK] Seq= Ack= Win= Len= MSS=","[SYN, ACK]",0,1,65535,0,0.02769416099999944,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,74,60,54,60,1102,60,250,60,134,True,False,True,False,False,False,True,False,True,57.05928946600011,0.00019880100012414914,0.00043598899992502993,0.0001727199999095319,0.058475410000028205,6.700899984934949e-05,3.045000016754784e-05,0.00010801999997056555,0.0004996850000225095
614,631,1182.542191812,Target,1.1.1.1,TCP,54,51070  >  443 [ACK] Seq=1 Ack=1 Win=29200 Len=0,True,Linux,Python,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],1,1,29200,0,5.972999997538864e-05,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TLSv1.3,TCP,60,74,60,54,60,1102,60,250,60,False,True,False,True,False,False,False,True,False,0.02769416099999944,57.05928946600011,0.00019880100012414914,0.00043598899992502993,0.0001727199999095319,0.058475410000028205,6.700899984934949e-05,3.045000016754784e-05,0.00010801999997056555
615,632,1182.542496801,Target,1.1.1.1,TLSv1.3,571,Client Hello,True,Linux,Python,Exfiltration,5,Client Hello,,,,,,0.0003049889999147126,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TLSv1.3,54,60,74,60,54,60,1102,60,250,True,False,True,False,True,False,False,False,True,5.972999997538864e-05,0.02769416099999944,57.05928946600011,0.00019880100012414914,0.00043598899992502993,0.0001727199999095319,0.058475410000028205,6.700899984934949e-05,3.045000016754784e-05
616,633,1182.542622661,1.1.1.1,Target,TCP,60,443  >  51070 [ACK] Seq=1 Ack=518 Win=65535 Len=0,False,,,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],1,518,65535,0,0.0001258600000255683,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,571,54,60,74,60,54,60,1102,60,True,True,False,True,False,True,False,False,False,0.0003049889999147126,5.972999997538864e-05,0.02769416099999944,57.05928946600011,0.00019880100012414914,0.00043598899992502993,0.0001727199999095319,0.058475410000028205,6.700899984934949e-05
617,634,1182.572122426,1.1.1.1,Target,TLSv1.3,1514,"Server Hello, Change Cipher Spec",False,,,Exfiltration,5,"Server Hello, Change Cipher Spec",,,,,,0.029499765000082334,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,60,571,54,60,74,60,54,60,1102,False,True,True,False,True,False,True,False,False,0.0001258600000255683,0.0003049889999147126,5.972999997538864e-05,0.02769416099999944,57.05928946600011,0.00019880100012414914,0.00043598899992502993,0.0001727199999095319,0.058475410000028205
618,635,1182.572180806,Target,1.1.1.1,TCP,54,51070  >  443 [ACK] Seq=518 Ack=1461 Win=31240 Len=0,True,Linux,Python,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],518,1461,31240,0,5.837999992763798e-05,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,1514,60,571,54,60,74,60,54,60,False,False,True,True,False,True,False,True,False,0.029499765000082334,0.0001258600000255683,0.0003049889999147126,5.972999997538864e-05,0.02769416099999944,57.05928946600011,0.00019880100012414914,0.00043598899992502993,0.0001727199999095319
619,636,1182.57233962,1.1.1.1,Target,TLSv1.3,1330,Application Data,False,,,Exfiltration,5,Application Data,,,,,,0.00015881400008765922,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,54,1514,60,571,54,60,74,60,54,True,False,False,True,True,False,True,False,True,5.837999992763798e-05,0.029499765000082334,0.0001258600000255683,0.0003049889999147126,5.972999997538864e-05,0.02769416099999944,57.05928946600011,0.00019880100012414914,0.00043598899992502993
620,637,1182.57234725,Target,1.1.1.1,TCP,54,51070  >  443 [ACK] Seq=518 Ack=2737 Win=34080 Len=0,True,Linux,Python,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],518,2737,34080,0,7.62999979997403e-06,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,1330,54,1514,60,571,54,60,74,60,False,True,False,False,True,True,False,True,False,0.00015881400008765922,5.837999992763798e-05,0.029499765000082334,0.0001258600000255683,0.0003049889999147126,5.972999997538864e-05,0.02769416099999944,57.05928946600011,0.00019880100012414914
621,638,1182.572888549,Target,1.1.1.1,TLSv1.3,134,"Change Cipher Spec, Application Data",True,Linux,Python,Exfiltration,5,"Change Cipher Spec, Application Data",,,,,,0.0005412990001332219,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,54,1330,54,1514,60,571,54,60,74,True,False,True,False,False,True,True,False,True,7.62999979997403e-06,0.00015881400008765922,5.837999992763798e-05,0.029499765000082334,0.0001258600000255683,0.0003049889999147126,5.972999997538864e-05,0.02769416099999944,57.05928946600011
622,639,1182.57302056,1.1.1.1,Target,TCP,60,443  >  51070 [ACK] Seq=2737 Ack=598 Win=65535 Len=0,False,,,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],2737,598,65535,0,0.00013201100000514998,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,134,54,1330,54,1514,60,571,54,60,True,True,False,True,False,False,True,True,False,0.0005412990001332219,7.62999979997403e-06,0.00015881400008765922,5.837999992763798e-05,0.029499765000082334,0.0001258600000255683,0.0003049889999147126,5.972999997538864e-05,0.02769416099999944
623,640,1182.57304849,Target,1.1.1.1,TLSv1.3,250,Application Data,True,Linux,Python,Exfiltration,5,Application Data,,,,,,2.7929999987463816e-05,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,60,134,54,1330,54,1514,60,571,54,False,True,True,False,True,False,False,True,True,0.00013201100000514998,0.0005412990001332219,7.62999979997403e-06,0.00015881400008765922,5.837999992763798e-05,0.029499765000082334,0.0001258600000255683,0.0003049889999147126,5.972999997538864e-05
624,641,1182.573145546,1.1.1.1,Target,TCP,60,443  >  51070 [ACK] Seq=2737 Ack=794 Win=65535 Len=0,False,,,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],2737,794,65535,0,9.705599995868397e-05,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,250,60,134,54,1330,54,1514,60,571,True,False,True,True,False,True,False,False,True,2.7929999987463816e-05,0.00013201100000514998,0.0005412990001332219,7.62999979997403e-06,0.00015881400008765922,5.837999992763798e-05,0.029499765000082334,0.0001258600000255683,0.0003049889999147126
625,642,1182.621544712,1.1.1.1,Target,TLSv1.3,1102,"Application Data, Application Data",False,,,Exfiltration,5,"Application Data, Application Data",,,,,,0.048399166000081095,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,60,250,60,134,54,1330,54,1514,60,False,True,False,True,True,False,True,False,False,9.705599995868397e-05,2.7929999987463816e-05,0.00013201100000514998,0.0005412990001332219,7.62999979997403e-06,0.00015881400008765922,5.837999992763798e-05,0.029499765000082334,0.0001258600000255683
626,643,1182.621683677,1.1.1.1,Target,TCP,60,"443  >  51070 [FIN, ACK] Seq=3785 Ack=794 Win=65535 Len=0",False,,,Exfiltration,5,"  >   [FIN, ACK] Seq= Ack= Win= Len=","[FIN, ACK]",3785,794,65535,0,0.00013896499990551092,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,1102,60,250,60,134,54,1330,54,1514,False,False,True,False,True,True,False,True,False,0.048399166000081095,9.705599995868397e-05,2.7929999987463816e-05,0.00013201100000514998,0.0005412990001332219,7.62999979997403e-06,0.00015881400008765922,5.837999992763798e-05,0.029499765000082334
627,644,1182.621987157,Target,1.1.1.1,TCP,54,"51070  >  443 [FIN, ACK] Seq=794 Ack=3786 Win=36920 Len=0",True,Linux,Python,Exfiltration,5,"  >   [FIN, ACK] Seq= Ack= Win= Len=","[FIN, ACK]",794,3786,36920,0,0.00030347999995683494,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,60,1102,60,250,60,134,54,1330,54,False,False,False,True,False,True,True,False,True,0.00013896499990551092,0.048399166000081095,9.705599995868397e-05,2.7929999987463816e-05,0.00013201100000514998,0.0005412990001332219,7.62999979997403e-06,0.00015881400008765922,5.837999992763798e-05
628,645,1182.622102326,1.1.1.1,Target,TCP,60,443  >  51070 [ACK] Seq=3786 Ack=795 Win=65535 Len=0,False,,,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],3786,795,65535,0,0.00011516900008246012,TCP,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,54,60,1102,60,250,60,134,54,1330,True,False,False,False,True,False,True,True,False,0.00030347999995683494,0.00013896499990551092,0.048399166000081095,9.705599995868397e-05,2.7929999987463816e-05,0.00013201100000514998,0.0005412990001332219,7.62999979997403e-06,0.00015881400008765922
629,646,1223.629112039,Target,1.1.1.1,TCP,74,51072  >  443 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=1406331330 TSecr=0 WS=1024,True,Linux,Python,Exfiltration,5,  >   [SYN] Seq= Win= Len= MSS= SACK_PERM= TSval= TSecr= WS=,[SYN],0,,29200,0,41.00700971299989,TCP,TCP,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,60,54,60,1102,60,250,60,134,54,False,True,False,False,False,True,False,True,True,0.00011516900008246012,0.00030347999995683494,0.00013896499990551092,0.048399166000081095,9.705599995868397e-05,2.7929999987463816e-05,0.00013201100000514998,0.0005412990001332219,7.62999979997403e-06
630,647,1223.656544285,1.1.1.1,Target,TCP,60,"443  >  51072 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460",False,,,Exfiltration,5,"  >   [SYN, ACK] Seq= Ack= Win= Len= MSS=","[SYN, ACK]",0,1,65535,0,0.027432246000216765,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,74,60,54,60,1102,60,250,60,134,True,False,True,False,False,False,True,False,True,41.00700971299989,0.00011516900008246012,0.00030347999995683494,0.00013896499990551092,0.048399166000081095,9.705599995868397e-05,2.7929999987463816e-05,0.00013201100000514998,0.0005412990001332219
631,648,1223.656585315,Target,1.1.1.1,TCP,54,51072  >  443 [ACK] Seq=1 Ack=1 Win=29200 Len=0,True,Linux,Python,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],1,1,29200,0,4.1029999920283444e-05,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TLSv1.3,TCP,60,74,60,54,60,1102,60,250,60,False,True,False,True,False,False,False,True,False,0.027432246000216765,41.00700971299989,0.00011516900008246012,0.00030347999995683494,0.00013896499990551092,0.048399166000081095,9.705599995868397e-05,2.7929999987463816e-05,0.00013201100000514998
632,649,1223.656961064,Target,1.1.1.1,TLSv1.3,571,Client Hello,True,Linux,Python,Exfiltration,5,Client Hello,,,,,,0.0003757489998861274,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TLSv1.3,54,60,74,60,54,60,1102,60,250,True,False,True,False,True,False,False,False,True,4.1029999920283444e-05,0.027432246000216765,41.00700971299989,0.00011516900008246012,0.00030347999995683494,0.00013896499990551092,0.048399166000081095,9.705599995868397e-05,2.7929999987463816e-05
633,650,1223.65708867,1.1.1.1,Target,TCP,60,443  >  51072 [ACK] Seq=1 Ack=518 Win=65535 Len=0,False,,,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],1,518,65535,0,0.00012760599997818645,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,571,54,60,74,60,54,60,1102,60,True,True,False,True,False,True,False,False,False,0.0003757489998861274,4.1029999920283444e-05,0.027432246000216765,41.00700971299989,0.00011516900008246012,0.00030347999995683494,0.00013896499990551092,0.048399166000081095,9.705599995868397e-05
634,651,1223.686685319,1.1.1.1,Target,TLSv1.3,1514,"Server Hello, Change Cipher Spec",False,,,Exfiltration,5,"Server Hello, Change Cipher Spec",,,,,,0.029596649000040998,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,60,571,54,60,74,60,54,60,1102,False,True,True,False,True,False,True,False,False,0.00012760599997818645,0.0003757489998861274,4.1029999920283444e-05,0.027432246000216765,41.00700971299989,0.00011516900008246012,0.00030347999995683494,0.00013896499990551092,0.048399166000081095
635,652,1223.686705529,Target,1.1.1.1,TCP,54,51072  >  443 [ACK] Seq=518 Ack=1461 Win=31240 Len=0,True,Linux,Python,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],518,1461,31240,0,2.021000000240747e-05,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,1514,60,571,54,60,74,60,54,60,False,False,True,True,False,True,False,True,False,0.029596649000040998,0.00012760599997818645,0.0003757489998861274,4.1029999920283444e-05,0.027432246000216765,41.00700971299989,0.00011516900008246012,0.00030347999995683494,0.00013896499990551092
636,653,1223.686918359,1.1.1.1,Target,TLSv1.3,1330,Application Data,False,,,Exfiltration,5,Application Data,,,,,,0.0002128300000094896,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,54,1514,60,571,54,60,74,60,54,True,False,False,True,True,False,True,False,True,2.021000000240747e-05,0.029596649000040998,0.00012760599997818645,0.0003757489998861274,4.1029999920283444e-05,0.027432246000216765,41.00700971299989,0.00011516900008246012,0.00030347999995683494
637,654,1223.686924619,Target,1.1.1.1,TCP,54,51072  >  443 [ACK] Seq=518 Ack=2737 Win=34080 Len=0,True,Linux,Python,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],518,2737,34080,0,6.2599999637313886e-06,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,1330,54,1514,60,571,54,60,74,60,False,True,False,False,True,True,False,True,False,0.0002128300000094896,2.021000000240747e-05,0.029596649000040998,0.00012760599997818645,0.0003757489998861274,4.1029999920283444e-05,0.027432246000216765,41.00700971299989,0.00011516900008246012
638,655,1223.687502259,Target,1.1.1.1,TLSv1.3,134,"Change Cipher Spec, Application Data",True,Linux,Python,Exfiltration,5,"Change Cipher Spec, Application Data",,,,,,0.0005776400000740978,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,54,1330,54,1514,60,571,54,60,74,True,False,True,False,False,True,True,False,True,6.2599999637313886e-06,0.0002128300000094896,2.021000000240747e-05,0.029596649000040998,0.00012760599997818645,0.0003757489998861274,4.1029999920283444e-05,0.027432246000216765,41.00700971299989
639,656,1223.687633669,1.1.1.1,Target,TCP,60,443  >  51072 [ACK] Seq=2737 Ack=598 Win=65535 Len=0,False,,,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],2737,598,65535,0,0.00013140999999450287,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,134,54,1330,54,1514,60,571,54,60,True,True,False,True,False,False,True,True,False,0.0005776400000740978,6.2599999637313886e-06,0.0002128300000094896,2.021000000240747e-05,0.029596649000040998,0.00012760599997818645,0.0003757489998861274,4.1029999920283444e-05,0.027432246000216765
640,657,1223.687656998,Target,1.1.1.1,TLSv1.3,251,Application Data,True,Linux,Python,Exfiltration,5,Application Data,,,,,,2.3328999986915733e-05,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,60,134,54,1330,54,1514,60,571,54,False,True,True,False,True,False,False,True,True,0.00013140999999450287,0.0005776400000740978,6.2599999637313886e-06,0.0002128300000094896,2.021000000240747e-05,0.029596649000040998,0.00012760599997818645,0.0003757489998861274,4.1029999920283444e-05
641,658,1223.687722398,1.1.1.1,Target,TCP,60,443  >  51072 [ACK] Seq=2737 Ack=795 Win=65535 Len=0,False,,,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],2737,795,65535,0,6.540000003951718e-05,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,251,60,134,54,1330,54,1514,60,571,True,False,True,True,False,True,False,False,True,2.3328999986915733e-05,0.00013140999999450287,0.0005776400000740978,6.2599999637313886e-06,0.0002128300000094896,2.021000000240747e-05,0.029596649000040998,0.00012760599997818645,0.0003757489998861274
642,659,1223.733600777,1.1.1.1,Target,TLSv1.3,1104,"Application Data, Application Data",False,,,Exfiltration,5,"Application Data, Application Data",,,,,,0.045878378999987035,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,60,251,60,134,54,1330,54,1514,60,False,True,False,True,True,False,True,False,False,6.540000003951718e-05,2.3328999986915733e-05,0.00013140999999450287,0.0005776400000740978,6.2599999637313886e-06,0.0002128300000094896,2.021000000240747e-05,0.029596649000040998,0.00012760599997818645
643,660,1223.734036116,Target,1.1.1.1,TCP,54,"51072  >  443 [FIN, ACK] Seq=795 Ack=3787 Win=36920 Len=0",True,Linux,Python,Exfiltration,5,"  >   [FIN, ACK] Seq= Ack= Win= Len=","[FIN, ACK]",795,3787,36920,0,0.0004353389999778301,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,1104,60,251,60,134,54,1330,54,1514,False,False,True,False,True,True,False,True,False,0.045878378999987035,6.540000003951718e-05,2.3328999986915733e-05,0.00013140999999450287,0.0005776400000740978,6.2599999637313886e-06,0.0002128300000094896,2.021000000240747e-05,0.029596649000040998
