,No.,Time,Source,Destination,Protocol,Length,Info,From_Target,OS,Software,Comm_Type,Session,Info_Filtered,Handshake,Seq,Ack,Win,Len,Conversation_dT,Conversation_Protocol_T-1,Conversation_Protocol_T-2,Conversation_Protocol_T-3,Conversation_Protocol_T-4,Conversation_Protocol_T-5,Conversation_Protocol_T-6,Conversation_Protocol_T-7,Conversation_Protocol_T-8,Conversation_Protocol_T-9,Conversation_Length_T-1,Conversation_Length_T-2,Conversation_Length_T-3,Conversation_Length_T-4,Conversation_Length_T-5,Conversation_Length_T-6,Conversation_Length_T-7,Conversation_Length_T-8,Conversation_Length_T-9,Conversation_From_Target_T-1,Conversation_From_Target_T-2,Conversation_From_Target_T-3,Conversation_From_Target_T-4,Conversation_From_Target_T-5,Conversation_From_Target_T-6,Conversation_From_Target_T-7,Conversation_From_Target_T-8,Conversation_From_Target_T-9,Conversation_dT_T-1,Conversation_dT_T-2,Conversation_dT_T-3,Conversation_dT_T-4,Conversation_dT_T-5,Conversation_dT_T-6,Conversation_dT_T-7,Conversation_dT_T-8,Conversation_dT_T-9
795,796,5.883871795,1.1.1.1,Target,TCP,60,443  >  50470 [ACK] Seq=2738 Ack=823 Win=65535 Len=0,False,,,Exfiltration,3,  >   [ACK] Seq= Ack= Win= Len=,[ACK],2738,823,65535,0,1.3830000000325526e-05,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,60,279,134,54,1331,54,1514,60,571,False,True,True,True,False,True,False,False,True,7.913899999945073e-05,0.0001320700000002617,0.0005990200000001167,7.849999999365309e-06,0.00020343999999994367,2.0830000000415794e-05,0.033242071000000095,0.00016797600000018065,0.0003479239999997219
796,797,5.936078575,1.1.1.1,Target,TLSv1.3,1160,"Application Data, Application Data",False,,,Exfiltration,3,"Application Data, Application Data",,,,,,0.052206779999999675,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,60,60,279,134,54,1331,54,1514,60,False,False,True,True,True,False,True,False,False,1.3830000000325526e-05,7.913899999945073e-05,0.0001320700000002617,0.0005990200000001167,7.849999999365309e-06,0.00020343999999994367,2.0830000000415794e-05,0.033242071000000095,0.00016797600000018065
797,798,5.9364149489999996,1.1.1.1,Target,TCP,60,"443  >  50470 [FIN, ACK] Seq=3844 Ack=823 Win=65535 Len=0",False,,,Exfiltration,3,"  >   [FIN, ACK] Seq= Ack= Win= Len=","[FIN, ACK]",3844,823,65535,0,0.0003363739999997506,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,1160,60,60,279,134,54,1331,54,1514,False,False,False,True,True,True,False,True,False,0.052206779999999675,1.3830000000325526e-05,7.913899999945073e-05,0.0001320700000002617,0.0005990200000001167,7.849999999365309e-06,0.00020343999999994367,2.0830000000415794e-05,0.033242071000000095
798,799,5.936550929,Target,1.1.1.1,TCP,54,"50470  >  443 [FIN, ACK] Seq=823 Ack=3845 Win=36920 Len=0",True,Linux,Python,Exfiltration,3,"  >   [FIN, ACK] Seq= Ack= Win= Len=","[FIN, ACK]",823,3845,36920,0,0.0001359800000004796,TCP,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,60,1160,60,60,279,134,54,1331,54,False,False,False,False,True,True,True,False,True,0.0003363739999997506,0.052206779999999675,1.3830000000325526e-05,7.913899999945073e-05,0.0001320700000002617,0.0005990200000001167,7.849999999365309e-06,0.00020343999999994367,2.0830000000415794e-05
799,800,5.9366756689999995,1.1.1.1,Target,TCP,60,443  >  50470 [ACK] Seq=3845 Ack=824 Win=65535 Len=0,False,,,Exfiltration,3,  >   [ACK] Seq= Ack= Win= Len=,[ACK],3845,824,65535,0,0.00012473999999951246,TCP,TCP,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,54,60,1160,60,60,279,134,54,1331,True,False,False,False,False,True,True,True,False,0.0001359800000004796,0.0003363739999997506,0.052206779999999675,1.3830000000325526e-05,7.913899999945073e-05,0.0001320700000002617,0.0005990200000001167,7.849999999365309e-06,0.00020343999999994367
800,801,5.937197729,Target,1.1.1.1,TCP,74,50472  >  443 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=1403851732 TSecr=0 WS=1024,True,Linux,Python,Exfiltration,3,  >   [SYN] Seq= Win= Len= MSS= SACK_PERM= TSval= TSecr= WS=,[SYN],0,,29200,0,0.000522060000000657,TCP,TCP,TCP,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,TCP,60,54,60,1160,60,60,279,134,54,False,True,False,False,False,False,True,True,True,0.00012473999999951246,0.0001359800000004796,0.0003363739999997506,0.052206779999999675,1.3830000000325526e-05,7.913899999945073e-05,0.0001320700000002617,0.0005990200000001167,7.849999999365309e-06
801,802,5.977156081,1.1.1.1,Target,TCP,60,"443  >  50472 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460",False,,,Exfiltration,3,"  >   [SYN, ACK] Seq= Ack= Win= Len= MSS=","[SYN, ACK]",0,1,65535,0,0.0399583520000002,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,74,60,54,60,1160,60,60,279,134,True,False,True,False,False,False,False,True,True,0.000522060000000657,0.00012473999999951246,0.0001359800000004796,0.0003363739999997506,0.052206779999999675,1.3830000000325526e-05,7.913899999945073e-05,0.0001320700000002617,0.0005990200000001167
802,803,5.977231891000001,Target,1.1.1.1,TCP,54,50472  >  443 [ACK] Seq=1 Ack=1 Win=29200 Len=0,True,Linux,Python,Exfiltration,3,  >   [ACK] Seq= Ack= Win= Len=,[ACK],1,1,29200,0,7.581000000023153e-05,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TCP,TLSv1.3,60,74,60,54,60,1160,60,60,279,False,True,False,True,False,False,False,False,True,0.0399583520000002,0.000522060000000657,0.00012473999999951246,0.0001359800000004796,0.0003363739999997506,0.052206779999999675,1.3830000000325526e-05,7.913899999945073e-05,0.0001320700000002617
803,804,5.977680621,Target,1.1.1.1,TLSv1.3,571,Client Hello,True,Linux,Python,Exfiltration,3,Client Hello,,,,,,0.0004487299999995642,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TCP,54,60,74,60,54,60,1160,60,60,True,False,True,False,True,False,False,False,False,7.581000000023153e-05,0.0399583520000002,0.000522060000000657,0.00012473999999951246,0.0001359800000004796,0.0003363739999997506,0.052206779999999675,1.3830000000325526e-05,7.913899999945073e-05
804,805,5.977853871000001,1.1.1.1,Target,TCP,60,443  >  50472 [ACK] Seq=1 Ack=518 Win=65535 Len=0,False,,,Exfiltration,3,  >   [ACK] Seq= Ack= Win= Len=,[ACK],1,518,65535,0,0.00017325000000045776,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,571,54,60,74,60,54,60,1160,60,True,True,False,True,False,True,False,False,False,0.0004487299999995642,7.581000000023153e-05,0.0399583520000002,0.000522060000000657,0.00012473999999951246,0.0001359800000004796,0.0003363739999997506,0.052206779999999675,1.3830000000325526e-05
805,806,6.02176416,1.1.1.1,Target,TLSv1.3,1514,"Server Hello, Change Cipher Spec",False,,,Exfiltration,3,"Server Hello, Change Cipher Spec",,,,,,0.04391028899999938,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,60,571,54,60,74,60,54,60,1160,False,True,True,False,True,False,True,False,False,0.00017325000000045776,0.0004487299999995642,7.581000000023153e-05,0.0399583520000002,0.000522060000000657,0.00012473999999951246,0.0001359800000004796,0.0003363739999997506,0.052206779999999675
806,807,6.02178721,Target,1.1.1.1,TCP,54,50472  >  443 [ACK] Seq=518 Ack=1461 Win=31240 Len=0,True,Linux,Python,Exfiltration,3,  >   [ACK] Seq= Ack= Win= Len=,[ACK],518,1461,31240,0,2.3050000000246484e-05,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,1514,60,571,54,60,74,60,54,60,False,False,True,True,False,True,False,True,False,0.04391028899999938,0.00017325000000045776,0.0004487299999995642,7.581000000023153e-05,0.0399583520000002,0.000522060000000657,0.00012473999999951246,0.0001359800000004796,0.0003363739999997506
807,808,6.02204659,1.1.1.1,Target,TLSv1.3,1330,Application Data,False,,,Exfiltration,3,Application Data,,,,,,0.0002593800000001423,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,54,1514,60,571,54,60,74,60,54,True,False,False,True,True,False,True,False,True,2.3050000000246484e-05,0.04391028899999938,0.00017325000000045776,0.0004487299999995642,7.581000000023153e-05,0.0399583520000002,0.000522060000000657,0.00012473999999951246,0.0001359800000004796
808,809,6.02207319,Target,1.1.1.1,TCP,54,50472  >  443 [ACK] Seq=518 Ack=2737 Win=34080 Len=0,True,Linux,Python,Exfiltration,3,  >   [ACK] Seq= Ack= Win= Len=,[ACK],518,2737,34080,0,2.6599999999987745e-05,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,1330,54,1514,60,571,54,60,74,60,False,True,False,False,True,True,False,True,False,0.0002593800000001423,2.3050000000246484e-05,0.04391028899999938,0.00017325000000045776,0.0004487299999995642,7.581000000023153e-05,0.0399583520000002,0.000522060000000657,0.00012473999999951246
809,810,6.022489599,Target,1.1.1.1,TLSv1.3,134,"Change Cipher Spec, Application Data",True,Linux,Python,Exfiltration,3,"Change Cipher Spec, Application Data",,,,,,0.0004164089999996179,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,54,1330,54,1514,60,571,54,60,74,True,False,True,False,False,True,True,False,True,2.6599999999987745e-05,0.0002593800000001423,2.3050000000246484e-05,0.04391028899999938,0.00017325000000045776,0.0004487299999995642,7.581000000023153e-05,0.0399583520000002,0.000522060000000657
810,811,6.022574969,Target,1.1.1.1,TLSv1.3,279,Application Data,True,Linux,Python,Exfiltration,3,Application Data,,,,,,8.53699999998625e-05,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,134,54,1330,54,1514,60,571,54,60,True,True,False,True,False,False,True,True,False,0.0004164089999996179,2.6599999999987745e-05,0.0002593800000001423,2.3050000000246484e-05,0.04391028899999938,0.00017325000000045776,0.0004487299999995642,7.581000000023153e-05,0.0399583520000002
811,812,6.0225809,1.1.1.1,Target,TCP,60,443  >  50472 [ACK] Seq=2737 Ack=598 Win=65535 Len=0,False,,,Exfiltration,3,  >   [ACK] Seq= Ack= Win= Len=,[ACK],2737,598,65535,0,5.931000000458653e-06,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,279,134,54,1330,54,1514,60,571,54,True,True,True,False,True,False,False,True,True,8.53699999998625e-05,0.0004164089999996179,2.6599999999987745e-05,0.0002593800000001423,2.3050000000246484e-05,0.04391028899999938,0.00017325000000045776,0.0004487299999995642,7.581000000023153e-05
812,813,6.02264505,1.1.1.1,Target,TCP,60,443  >  50472 [ACK] Seq=2737 Ack=823 Win=65535 Len=0,False,,,Exfiltration,3,  >   [ACK] Seq= Ack= Win= Len=,[ACK],2737,823,65535,0,6.415000000004056e-05,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,60,279,134,54,1330,54,1514,60,571,False,True,True,True,False,True,False,False,True,5.931000000458653e-06,8.53699999998625e-05,0.0004164089999996179,2.6599999999987745e-05,0.0002593800000001423,2.3050000000246484e-05,0.04391028899999938,0.00017325000000045776,0.0004487299999995642
813,814,6.082910547999999,1.1.1.1,Target,TLSv1.3,1160,"Application Data, Application Data",False,,,Exfiltration,3,"Application Data, Application Data",,,,,,0.06026549799999881,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,60,60,279,134,54,1330,54,1514,60,False,False,True,True,True,False,True,False,False,6.415000000004056e-05,5.931000000458653e-06,8.53699999998625e-05,0.0004164089999996179,2.6599999999987745e-05,0.0002593800000001423,2.3050000000246484e-05,0.04391028899999938,0.00017325000000045776
814,815,6.083136493,1.1.1.1,Target,TCP,60,"443  >  50472 [FIN, ACK] Seq=3843 Ack=823 Win=65535 Len=0",False,,,Exfiltration,3,"  >   [FIN, ACK] Seq= Ack= Win= Len=","[FIN, ACK]",3843,823,65535,0,0.00022594500000039375,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,1160,60,60,279,134,54,1330,54,1514,False,False,False,True,True,True,False,True,False,0.06026549799999881,6.415000000004056e-05,5.931000000458653e-06,8.53699999998625e-05,0.0004164089999996179,2.6599999999987745e-05,0.0002593800000001423,2.3050000000246484e-05,0.04391028899999938
815,816,6.083445458,Target,1.1.1.1,TCP,54,"50472  >  443 [FIN, ACK] Seq=823 Ack=3844 Win=36920 Len=0",True,Linux,Python,Exfiltration,3,"  >   [FIN, ACK] Seq= Ack= Win= Len=","[FIN, ACK]",823,3844,36920,0,0.00030896500000032745,TCP,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,60,1160,60,60,279,134,54,1330,54,False,False,False,False,True,True,True,False,True,0.00022594500000039375,0.06026549799999881,6.415000000004056e-05,5.931000000458653e-06,8.53699999998625e-05,0.0004164089999996179,2.6599999999987745e-05,0.0002593800000001423,2.3050000000246484e-05
816,817,6.083622273,1.1.1.1,Target,TCP,60,443  >  50472 [ACK] Seq=3844 Ack=824 Win=65535 Len=0,False,,,Exfiltration,3,  >   [ACK] Seq= Ack= Win= Len=,[ACK],3844,824,65535,0,0.00017681499999966377,TCP,TCP,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,54,60,1160,60,60,279,134,54,1330,True,False,False,False,False,True,True,True,False,0.00030896500000032745,0.00022594500000039375,0.06026549799999881,6.415000000004056e-05,5.931000000458653e-06,8.53699999998625e-05,0.0004164089999996179,2.6599999999987745e-05,0.0002593800000001423
817,818,6.083932687000001,Target,1.1.1.1,TCP,74,50474  >  443 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=1403851878 TSecr=0 WS=1024,True,Linux,Python,Exfiltration,3,  >   [SYN] Seq= Win= Len= MSS= SACK_PERM= TSval= TSecr= WS=,[SYN],0,,29200,0,0.00031041400000120234,TCP,TCP,TCP,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,TCP,60,54,60,1160,60,60,279,134,54,False,True,False,False,False,False,True,True,True,0.00017681499999966377,0.00030896500000032745,0.00022594500000039375,0.06026549799999881,6.415000000004056e-05,5.931000000458653e-06,8.53699999998625e-05,0.0004164089999996179,2.6599999999987745e-05
818,819,6.121673637000001,1.1.1.1,Target,TCP,60,"443  >  50474 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460",False,,,Exfiltration,3,"  >   [SYN, ACK] Seq= Ack= Win= Len= MSS=","[SYN, ACK]",0,1,65535,0,0.037740949999999884,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,74,60,54,60,1160,60,60,279,134,True,False,True,False,False,False,False,True,True,0.00031041400000120234,0.00017681499999966377,0.00030896500000032745,0.00022594500000039375,0.06026549799999881,6.415000000004056e-05,5.931000000458653e-06,8.53699999998625e-05,0.0004164089999996179
819,820,6.121716087,Target,1.1.1.1,TCP,54,50474  >  443 [ACK] Seq=1 Ack=1 Win=29200 Len=0,True,Linux,Python,Exfiltration,3,  >   [ACK] Seq= Ack= Win= Len=,[ACK],1,1,29200,0,4.24499999995831e-05,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TCP,TLSv1.3,60,74,60,54,60,1160,60,60,279,False,True,False,True,False,False,False,False,True,0.037740949999999884,0.00031041400000120234,0.00017681499999966377,0.00030896500000032745,0.00022594500000039375,0.06026549799999881,6.415000000004056e-05,5.931000000458653e-06,8.53699999998625e-05
820,821,6.122027131,Target,1.1.1.1,TLSv1.3,571,Client Hello,True,Linux,Python,Exfiltration,3,Client Hello,,,,,,0.00031104400000003807,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TCP,54,60,74,60,54,60,1160,60,60,True,False,True,False,True,False,False,False,False,4.24499999995831e-05,0.037740949999999884,0.00031041400000120234,0.00017681499999966377,0.00030896500000032745,0.00022594500000039375,0.06026549799999881,6.415000000004056e-05,5.931000000458653e-06
821,822,6.122166651000001,1.1.1.1,Target,TCP,60,443  >  50474 [ACK] Seq=1 Ack=518 Win=65535 Len=0,False,,,Exfiltration,3,  >   [ACK] Seq= Ack= Win= Len=,[ACK],1,518,65535,0,0.00013952000000028164,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,571,54,60,74,60,54,60,1160,60,True,True,False,True,False,True,False,False,False,0.00031104400000003807,4.24499999995831e-05,0.037740949999999884,0.00031041400000120234,0.00017681499999966377,0.00030896500000032745,0.00022594500000039375,0.06026549799999881,6.415000000004056e-05
822,823,6.162155389,1.1.1.1,Target,TLSv1.3,1514,"Server Hello, Change Cipher Spec",False,,,Exfiltration,3,"Server Hello, Change Cipher Spec",,,,,,0.039988737999999024,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,60,571,54,60,74,60,54,60,1160,False,True,True,False,True,False,True,False,False,0.00013952000000028164,0.00031104400000003807,4.24499999995831e-05,0.037740949999999884,0.00031041400000120234,0.00017681499999966377,0.00030896500000032745,0.00022594500000039375,0.06026549799999881
823,824,6.162177679,Target,1.1.1.1,TCP,54,50474  >  443 [ACK] Seq=518 Ack=1461 Win=31240 Len=0,True,Linux,Python,Exfiltration,3,  >   [ACK] Seq= Ack= Win= Len=,[ACK],518,1461,31240,0,2.229000000042447e-05,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,1514,60,571,54,60,74,60,54,60,False,False,True,True,False,True,False,True,False,0.039988737999999024,0.00013952000000028164,0.00031104400000003807,4.24499999995831e-05,0.037740949999999884,0.00031041400000120234,0.00017681499999966377,0.00030896500000032745,0.00022594500000039375
824,825,6.162357968999999,1.1.1.1,Target,TLSv1.3,1330,Application Data,False,,,Exfiltration,3,Application Data,,,,,,0.00018028999999941675,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,54,1514,60,571,54,60,74,60,54,True,False,False,True,True,False,True,False,True,2.229000000042447e-05,0.039988737999999024,0.00013952000000028164,0.00031104400000003807,4.24499999995831e-05,0.037740949999999884,0.00031041400000120234,0.00017681499999966377,0.00030896500000032745
825,826,6.162364669,Target,1.1.1.1,TCP,54,50474  >  443 [ACK] Seq=518 Ack=2737 Win=34080 Len=0,True,Linux,Python,Exfiltration,3,  >   [ACK] Seq= Ack= Win= Len=,[ACK],518,2737,34080,0,6.700000000137152e-06,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,1330,54,1514,60,571,54,60,74,60,False,True,False,False,True,True,False,True,False,0.00018028999999941675,2.229000000042447e-05,0.039988737999999024,0.00013952000000028164,0.00031104400000003807,4.24499999995831e-05,0.037740949999999884,0.00031041400000120234,0.00017681499999966377
826,827,6.162846253,Target,1.1.1.1,TLSv1.3,134,"Change Cipher Spec, Application Data",True,Linux,Python,Exfiltration,3,"Change Cipher Spec, Application Data",,,,,,0.0004815840000000904,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,54,1330,54,1514,60,571,54,60,74,True,False,True,False,False,True,True,False,True,6.700000000137152e-06,0.00018028999999941675,2.229000000042447e-05,0.039988737999999024,0.00013952000000028164,0.00031104400000003807,4.24499999995831e-05,0.037740949999999884,0.00031041400000120234
827,828,6.162956703,Target,1.1.1.1,TLSv1.3,279,Application Data,True,Linux,Python,Exfiltration,3,Application Data,,,,,,0.00011045000000020622,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,134,54,1330,54,1514,60,571,54,60,True,True,False,True,False,False,True,True,False,0.0004815840000000904,6.700000000137152e-06,0.00018028999999941675,2.229000000042447e-05,0.039988737999999024,0.00013952000000028164,0.00031104400000003807,4.24499999995831e-05,0.037740949999999884
828,829,6.162991357999999,1.1.1.1,Target,TCP,60,443  >  50474 [ACK] Seq=2737 Ack=598 Win=65535 Len=0,False,,,Exfiltration,3,  >   [ACK] Seq= Ack= Win= Len=,[ACK],2737,598,65535,0,3.465499999943944e-05,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,279,134,54,1330,54,1514,60,571,54,True,True,True,False,True,False,False,True,True,0.00011045000000020622,0.0004815840000000904,6.700000000137152e-06,0.00018028999999941675,2.229000000042447e-05,0.039988737999999024,0.00013952000000028164,0.00031104400000003807,4.24499999995831e-05
829,830,6.163044158,1.1.1.1,Target,TCP,60,443  >  50474 [ACK] Seq=2737 Ack=823 Win=65535 Len=0,False,,,Exfiltration,3,  >   [ACK] Seq= Ack= Win= Len=,[ACK],2737,823,65535,0,5.280000000063012e-05,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,60,279,134,54,1330,54,1514,60,571,False,True,True,True,False,True,False,False,True,3.465499999943944e-05,0.00011045000000020622,0.0004815840000000904,6.700000000137152e-06,0.00018028999999941675,2.229000000042447e-05,0.039988737999999024,0.00013952000000028164,0.00031104400000003807
830,831,6.220906423,1.1.1.1,Target,TLSv1.3,1160,"Application Data, Application Data",False,,,Exfiltration,3,"Application Data, Application Data",,,,,,0.0578622649999998,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,60,60,279,134,54,1330,54,1514,60,False,False,True,True,True,False,True,False,False,5.280000000063012e-05,3.465499999943944e-05,0.00011045000000020622,0.0004815840000000904,6.700000000137152e-06,0.00018028999999941675,2.229000000042447e-05,0.039988737999999024,0.00013952000000028164
831,832,6.221119132999999,1.1.1.1,Target,TCP,60,"443  >  50474 [FIN, ACK] Seq=3843 Ack=823 Win=65535 Len=0",False,,,Exfiltration,3,"  >   [FIN, ACK] Seq= Ack= Win= Len=","[FIN, ACK]",3843,823,65535,0,0.00021270999999956075,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,1160,60,60,279,134,54,1330,54,1514,False,False,False,True,True,True,False,True,False,0.0578622649999998,5.280000000063012e-05,3.465499999943944e-05,0.00011045000000020622,0.0004815840000000904,6.700000000137152e-06,0.00018028999999941675,2.229000000042447e-05,0.039988737999999024
832,833,6.221568831,Target,1.1.1.1,TCP,54,"50474  >  443 [FIN, ACK] Seq=823 Ack=3844 Win=36920 Len=0",True,Linux,Python,Exfiltration,3,"  >   [FIN, ACK] Seq= Ack= Win= Len=","[FIN, ACK]",823,3844,36920,0,0.000449698000000609,TCP,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,60,1160,60,60,279,134,54,1330,54,False,False,False,False,True,True,True,False,True,0.00021270999999956075,0.0578622649999998,5.280000000063012e-05,3.465499999943944e-05,0.00011045000000020622,0.0004815840000000904,6.700000000137152e-06,0.00018028999999941675,2.229000000042447e-05
833,834,6.221762447000001,1.1.1.1,Target,TCP,60,443  >  50474 [ACK] Seq=3844 Ack=824 Win=65535 Len=0,False,,,Exfiltration,3,  >   [ACK] Seq= Ack= Win= Len=,[ACK],3844,824,65535,0,0.0001936160000006737,TCP,TCP,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,54,60,1160,60,60,279,134,54,1330,True,False,False,False,False,True,True,True,False,0.000449698000000609,0.00021270999999956075,0.0578622649999998,5.280000000063012e-05,3.465499999943944e-05,0.00011045000000020622,0.0004815840000000904,6.700000000137152e-06,0.00018028999999941675
834,835,6.22221121,Target,1.1.1.1,TCP,74,50476  >  443 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=1403852017 TSecr=0 WS=1024,True,Linux,Python,Exfiltration,3,  >   [SYN] Seq= Win= Len= MSS= SACK_PERM= TSval= TSecr= WS=,[SYN],0,,29200,0,0.0004487629999996301,TCP,TCP,TCP,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,TCP,60,54,60,1160,60,60,279,134,54,False,True,False,False,False,False,True,True,True,0.0001936160000006737,0.000449698000000609,0.00021270999999956075,0.0578622649999998,5.280000000063012e-05,3.465499999943944e-05,0.00011045000000020622,0.0004815840000000904,6.700000000137152e-06
835,836,6.261524735,1.1.1.1,Target,TCP,60,"443  >  50476 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460",False,,,Exfiltration,3,"  >   [SYN, ACK] Seq= Ack= Win= Len= MSS=","[SYN, ACK]",0,1,65535,0,0.03931352499999985,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,74,60,54,60,1160,60,60,279,134,True,False,True,False,False,False,False,True,True,0.0004487629999996301,0.0001936160000006737,0.000449698000000609,0.00021270999999956075,0.0578622649999998,5.280000000063012e-05,3.465499999943944e-05,0.00011045000000020622,0.0004815840000000904
836,837,6.261583425,Target,1.1.1.1,TCP,54,50476  >  443 [ACK] Seq=1 Ack=1 Win=29200 Len=0,True,Linux,Python,Exfiltration,3,  >   [ACK] Seq= Ack= Win= Len=,[ACK],1,1,29200,0,5.8690000000360953e-05,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TCP,TLSv1.3,60,74,60,54,60,1160,60,60,279,False,True,False,True,False,False,False,False,True,0.03931352499999985,0.0004487629999996301,0.0001936160000006737,0.000449698000000609,0.00021270999999956075,0.0578622649999998,5.280000000063012e-05,3.465499999943944e-05,0.00011045000000020622
837,838,6.262185553999999,Target,1.1.1.1,TLSv1.3,571,Client Hello,True,Linux,Python,Exfiltration,3,Client Hello,,,,,,0.0006021289999988966,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TCP,54,60,74,60,54,60,1160,60,60,True,False,True,False,True,False,False,False,False,5.8690000000360953e-05,0.03931352499999985,0.0004487629999996301,0.0001936160000006737,0.000449698000000609,0.00021270999999956075,0.0578622649999998,5.280000000063012e-05,3.465499999943944e-05
838,839,6.262380574,1.1.1.1,Target,TCP,60,443  >  50476 [ACK] Seq=1 Ack=518 Win=65535 Len=0,False,,,Exfiltration,3,  >   [ACK] Seq= Ack= Win= Len=,[ACK],1,518,65535,0,0.0001950200000004898,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,571,54,60,74,60,54,60,1160,60,True,True,False,True,False,True,False,False,False,0.0006021289999988966,5.8690000000360953e-05,0.03931352499999985,0.0004487629999996301,0.0001936160000006737,0.000449698000000609,0.00021270999999956075,0.0578622649999998,5.280000000063012e-05
839,840,6.304424835,1.1.1.1,Target,TLSv1.3,1514,"Server Hello, Change Cipher Spec",False,,,Exfiltration,3,"Server Hello, Change Cipher Spec",,,,,,0.04204426100000003,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,60,571,54,60,74,60,54,60,1160,False,True,True,False,True,False,True,False,False,0.0001950200000004898,0.0006021289999988966,5.8690000000360953e-05,0.03931352499999985,0.0004487629999996301,0.0001936160000006737,0.000449698000000609,0.00021270999999956075,0.0578622649999998
