,No.,Time,Source,Destination,Protocol,Length,Info,From_Target,OS,Software,Comm_Type,Session,Info_Filtered,Handshake,Seq,Ack,Win,Len,Conversation_dT,Conversation_Protocol_T-1,Conversation_Protocol_T-2,Conversation_Protocol_T-3,Conversation_Protocol_T-4,Conversation_Protocol_T-5,Conversation_Protocol_T-6,Conversation_Protocol_T-7,Conversation_Protocol_T-8,Conversation_Protocol_T-9,Conversation_Length_T-1,Conversation_Length_T-2,Conversation_Length_T-3,Conversation_Length_T-4,Conversation_Length_T-5,Conversation_Length_T-6,Conversation_Length_T-7,Conversation_Length_T-8,Conversation_Length_T-9,Conversation_From_Target_T-1,Conversation_From_Target_T-2,Conversation_From_Target_T-3,Conversation_From_Target_T-4,Conversation_From_Target_T-5,Conversation_From_Target_T-6,Conversation_From_Target_T-7,Conversation_From_Target_T-8,Conversation_From_Target_T-9,Conversation_dT_T-1,Conversation_dT_T-2,Conversation_dT_T-3,Conversation_dT_T-4,Conversation_dT_T-5,Conversation_dT_T-6,Conversation_dT_T-7,Conversation_dT_T-8,Conversation_dT_T-9
644,645,4.795375878,1.1.1.1,Target,TCP,60,"443  >  50452 [FIN, ACK] Seq=3843 Ack=823 Win=65535 Len=0",False,,,Exfiltration,3,"  >   [FIN, ACK] Seq= Ack= Win= Len=","[FIN, ACK]",3843,823,65535,0,0.00018226999999981786,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,1160,60,60,279,134,54,1330,54,1514,False,False,False,True,True,True,False,True,False,0.051523334999999726,5.363999999996594e-05,3.171100000010085e-05,0.00010446000000019495,0.0006464890000001944,7.969999999524191e-06,0.00017561900000018227,2.9249999999869658e-05,0.03348134700000038
645,646,4.795731457,Target,1.1.1.1,TCP,54,"50452  >  443 [FIN, ACK] Seq=823 Ack=3844 Win=36920 Len=0",True,Linux,Python,Exfiltration,3,"  >   [FIN, ACK] Seq= Ack= Win= Len=","[FIN, ACK]",823,3844,36920,0,0.0003555789999998282,TCP,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,60,1160,60,60,279,134,54,1330,54,False,False,False,False,True,True,True,False,True,0.00018226999999981786,0.051523334999999726,5.363999999996594e-05,3.171100000010085e-05,0.00010446000000019495,0.0006464890000001944,7.969999999524191e-06,0.00017561900000018227,2.9249999999869658e-05
646,647,4.795928657,1.1.1.1,Target,TCP,60,443  >  50452 [ACK] Seq=3844 Ack=824 Win=65535 Len=0,False,,,Exfiltration,3,  >   [ACK] Seq= Ack= Win= Len=,[ACK],3844,824,65535,0,0.0001972000000005636,TCP,TCP,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,54,60,1160,60,60,279,134,54,1330,True,False,False,False,False,True,True,True,False,0.0003555789999998282,0.00018226999999981786,0.051523334999999726,5.363999999996594e-05,3.171100000010085e-05,0.00010446000000019495,0.0006464890000001944,7.969999999524191e-06,0.00017561900000018227
647,648,4.796384637,Target,1.1.1.1,TCP,74,50454  >  443 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=1403850591 TSecr=0 WS=1024,True,Linux,Python,Exfiltration,3,  >   [SYN] Seq= Win= Len= MSS= SACK_PERM= TSval= TSecr= WS=,[SYN],0,,29200,0,0.00045597999999991146,TCP,TCP,TCP,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,TCP,60,54,60,1160,60,60,279,134,54,False,True,False,False,False,False,True,True,True,0.0001972000000005636,0.0003555789999998282,0.00018226999999981786,0.051523334999999726,5.363999999996594e-05,3.171100000010085e-05,0.00010446000000019495,0.0006464890000001944,7.969999999524191e-06
648,649,4.833038302,1.1.1.1,Target,TCP,60,"443  >  50454 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460",False,,,Exfiltration,3,"  >   [SYN, ACK] Seq= Ack= Win= Len= MSS=","[SYN, ACK]",0,1,65535,0,0.036653665000000224,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,74,60,54,60,1160,60,60,279,134,True,False,True,False,False,False,False,True,True,0.00045597999999991146,0.0001972000000005636,0.0003555789999998282,0.00018226999999981786,0.051523334999999726,5.363999999996594e-05,3.171100000010085e-05,0.00010446000000019495,0.0006464890000001944
649,650,4.833115692,Target,1.1.1.1,TCP,54,50454  >  443 [ACK] Seq=1 Ack=1 Win=29200 Len=0,True,Linux,Python,Exfiltration,3,  >   [ACK] Seq= Ack= Win= Len=,[ACK],1,1,29200,0,7.73899999995109e-05,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TCP,TLSv1.3,60,74,60,54,60,1160,60,60,279,False,True,False,True,False,False,False,False,True,0.036653665000000224,0.00045597999999991146,0.0001972000000005636,0.0003555789999998282,0.00018226999999981786,0.051523334999999726,5.363999999996594e-05,3.171100000010085e-05,0.00010446000000019495
650,651,4.833593731000001,Target,1.1.1.1,TLSv1.3,571,Client Hello,True,Linux,Python,Exfiltration,3,Client Hello,,,,,,0.0004780390000007628,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TCP,54,60,74,60,54,60,1160,60,60,True,False,True,False,True,False,False,False,False,7.73899999995109e-05,0.036653665000000224,0.00045597999999991146,0.0001972000000005636,0.0003555789999998282,0.00018226999999981786,0.051523334999999726,5.363999999996594e-05,3.171100000010085e-05
651,652,4.833773011,1.1.1.1,Target,TCP,60,443  >  50454 [ACK] Seq=1 Ack=518 Win=65535 Len=0,False,,,Exfiltration,3,  >   [ACK] Seq= Ack= Win= Len=,[ACK],1,518,65535,0,0.00017927999999933775,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,571,54,60,74,60,54,60,1160,60,True,True,False,True,False,True,False,False,False,0.0004780390000007628,7.73899999995109e-05,0.036653665000000224,0.00045597999999991146,0.0001972000000005636,0.0003555789999998282,0.00018226999999981786,0.051523334999999726,5.363999999996594e-05
652,653,4.873633034,1.1.1.1,Target,TLSv1.3,1514,"Server Hello, Change Cipher Spec",False,,,Exfiltration,3,"Server Hello, Change Cipher Spec",,,,,,0.03986002300000013,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,60,571,54,60,74,60,54,60,1160,False,True,True,False,True,False,True,False,False,0.00017927999999933775,0.0004780390000007628,7.73899999995109e-05,0.036653665000000224,0.00045597999999991146,0.0001972000000005636,0.0003555789999998282,0.00018226999999981786,0.051523334999999726
653,654,4.873654434,Target,1.1.1.1,TCP,54,50454  >  443 [ACK] Seq=518 Ack=1461 Win=31240 Len=0,True,Linux,Python,Exfiltration,3,  >   [ACK] Seq= Ack= Win= Len=,[ACK],518,1461,31240,0,2.139999999961617e-05,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,1514,60,571,54,60,74,60,54,60,False,False,True,True,False,True,False,True,False,0.03986002300000013,0.00017927999999933775,0.0004780390000007628,7.73899999995109e-05,0.036653665000000224,0.00045597999999991146,0.0001972000000005636,0.0003555789999998282,0.00018226999999981786
654,655,4.875833822,1.1.1.1,Target,TLSv1.3,1329,Application Data,False,,,Exfiltration,3,Application Data,,,,,,0.00217938800000006,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,54,1514,60,571,54,60,74,60,54,True,False,False,True,True,False,True,False,True,2.139999999961617e-05,0.03986002300000013,0.00017927999999933775,0.0004780390000007628,7.73899999995109e-05,0.036653665000000224,0.00045597999999991146,0.0001972000000005636,0.0003555789999998282
655,656,4.875850692,Target,1.1.1.1,TCP,54,50454  >  443 [ACK] Seq=518 Ack=2736 Win=34080 Len=0,True,Linux,Python,Exfiltration,3,  >   [ACK] Seq= Ack= Win= Len=,[ACK],518,2736,34080,0,1.687000000050176e-05,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,1329,54,1514,60,571,54,60,74,60,False,True,False,False,True,True,False,True,False,0.00217938800000006,2.139999999961617e-05,0.03986002300000013,0.00017927999999933775,0.0004780390000007628,7.73899999995109e-05,0.036653665000000224,0.00045597999999991146,0.0001972000000005636
656,657,4.876293792,Target,1.1.1.1,TLSv1.3,134,"Change Cipher Spec, Application Data",True,Linux,Python,Exfiltration,3,"Change Cipher Spec, Application Data",,,,,,0.0004431000000000296,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,54,1329,54,1514,60,571,54,60,74,True,False,True,False,False,True,True,False,True,1.687000000050176e-05,0.00217938800000006,2.139999999961617e-05,0.03986002300000013,0.00017927999999933775,0.0004780390000007628,7.73899999995109e-05,0.036653665000000224,0.00045597999999991146
657,658,4.876390302,Target,1.1.1.1,TLSv1.3,279,Application Data,True,Linux,Python,Exfiltration,3,Application Data,,,,,,9.650999999966103e-05,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,134,54,1329,54,1514,60,571,54,60,True,True,False,True,False,False,True,True,False,0.0004431000000000296,1.687000000050176e-05,0.00217938800000006,2.139999999961617e-05,0.03986002300000013,0.00017927999999933775,0.0004780390000007628,7.73899999995109e-05,0.036653665000000224
658,659,4.876440647,1.1.1.1,Target,TCP,60,443  >  50454 [ACK] Seq=2736 Ack=598 Win=65535 Len=0,False,,,Exfiltration,3,  >   [ACK] Seq= Ack= Win= Len=,[ACK],2736,598,65535,0,5.034500000000719e-05,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,279,134,54,1329,54,1514,60,571,54,True,True,True,False,True,False,False,True,True,9.650999999966103e-05,0.0004431000000000296,1.687000000050176e-05,0.00217938800000006,2.139999999961617e-05,0.03986002300000013,0.00017927999999933775,0.0004780390000007628,7.73899999995109e-05
659,660,4.876520127,1.1.1.1,Target,TCP,60,443  >  50454 [ACK] Seq=2736 Ack=823 Win=65535 Len=0,False,,,Exfiltration,3,  >   [ACK] Seq= Ack= Win= Len=,[ACK],2736,823,65535,0,7.948000000013167e-05,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,60,279,134,54,1329,54,1514,60,571,False,True,True,True,False,True,False,False,True,5.034500000000719e-05,9.650999999966103e-05,0.0004431000000000296,1.687000000050176e-05,0.00217938800000006,2.139999999961617e-05,0.03986002300000013,0.00017927999999933775,0.0004780390000007628
660,661,4.932859618,1.1.1.1,Target,TLSv1.3,1160,"Application Data, Application Data",False,,,Exfiltration,3,"Application Data, Application Data",,,,,,0.05633949100000013,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,60,60,279,134,54,1329,54,1514,60,False,False,True,True,True,False,True,False,False,7.948000000013167e-05,5.034500000000719e-05,9.650999999966103e-05,0.0004431000000000296,1.687000000050176e-05,0.00217938800000006,2.139999999961617e-05,0.03986002300000013,0.00017927999999933775
661,662,4.933015323,1.1.1.1,Target,TCP,60,"443  >  50454 [FIN, ACK] Seq=3842 Ack=823 Win=65535 Len=0",False,,,Exfiltration,3,"  >   [FIN, ACK] Seq= Ack= Win= Len=","[FIN, ACK]",3842,823,65535,0,0.0001557050000000615,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,1160,60,60,279,134,54,1329,54,1514,False,False,False,True,True,True,False,True,False,0.05633949100000013,7.948000000013167e-05,5.034500000000719e-05,9.650999999966103e-05,0.0004431000000000296,1.687000000050176e-05,0.00217938800000006,2.139999999961617e-05,0.03986002300000013
662,663,4.933395062,Target,1.1.1.1,TCP,54,"50454  >  443 [FIN, ACK] Seq=823 Ack=3843 Win=36920 Len=0",True,Linux,Python,Exfiltration,3,"  >   [FIN, ACK] Seq= Ack= Win= Len=","[FIN, ACK]",823,3843,36920,0,0.00037973899999954597,TCP,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,60,1160,60,60,279,134,54,1329,54,False,False,False,False,True,True,True,False,True,0.0001557050000000615,0.05633949100000013,7.948000000013167e-05,5.034500000000719e-05,9.650999999966103e-05,0.0004431000000000296,1.687000000050176e-05,0.00217938800000006,2.139999999961617e-05
663,664,4.933528802,1.1.1.1,Target,TCP,60,443  >  50454 [ACK] Seq=3843 Ack=824 Win=65535 Len=0,False,,,Exfiltration,3,  >   [ACK] Seq= Ack= Win= Len=,[ACK],3843,824,65535,0,0.00013373999999988229,TCP,TCP,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,54,60,1160,60,60,279,134,54,1329,True,False,False,False,False,True,True,True,False,0.00037973899999954597,0.0001557050000000615,0.05633949100000013,7.948000000013167e-05,5.034500000000719e-05,9.650999999966103e-05,0.0004431000000000296,1.687000000050176e-05,0.00217938800000006
664,665,4.933998272,Target,1.1.1.1,TCP,74,50456  >  443 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=1403850729 TSecr=0 WS=1024,True,Linux,Python,Exfiltration,3,  >   [SYN] Seq= Win= Len= MSS= SACK_PERM= TSval= TSecr= WS=,[SYN],0,,29200,0,0.00046947000000052697,TCP,TCP,TCP,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,TCP,60,54,60,1160,60,60,279,134,54,False,True,False,False,False,False,True,True,True,0.00013373999999988229,0.00037973899999954597,0.0001557050000000615,0.05633949100000013,7.948000000013167e-05,5.034500000000719e-05,9.650999999966103e-05,0.0004431000000000296,1.687000000050176e-05
665,666,4.964825321,1.1.1.1,Target,TCP,60,"443  >  50456 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460",False,,,Exfiltration,3,"  >   [SYN, ACK] Seq= Ack= Win= Len= MSS=","[SYN, ACK]",0,1,65535,0,0.030827048999999995,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,74,60,54,60,1160,60,60,279,134,True,False,True,False,False,False,False,True,True,0.00046947000000052697,0.00013373999999988229,0.00037973899999954597,0.0001557050000000615,0.05633949100000013,7.948000000013167e-05,5.034500000000719e-05,9.650999999966103e-05,0.0004431000000000296
666,667,4.964869311,Target,1.1.1.1,TCP,54,50456  >  443 [ACK] Seq=1 Ack=1 Win=29200 Len=0,True,Linux,Python,Exfiltration,3,  >   [ACK] Seq= Ack= Win= Len=,[ACK],1,1,29200,0,4.3989999999993756e-05,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TCP,TLSv1.3,60,74,60,54,60,1160,60,60,279,False,True,False,True,False,False,False,False,True,0.030827048999999995,0.00046947000000052697,0.00013373999999988229,0.00037973899999954597,0.0001557050000000615,0.05633949100000013,7.948000000013167e-05,5.034500000000719e-05,9.650999999966103e-05
667,668,4.96522992,Target,1.1.1.1,TLSv1.3,571,Client Hello,True,Linux,Python,Exfiltration,3,Client Hello,,,,,,0.0003606089999994566,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TCP,54,60,74,60,54,60,1160,60,60,True,False,True,False,True,False,False,False,False,4.3989999999993756e-05,0.030827048999999995,0.00046947000000052697,0.00013373999999988229,0.00037973899999954597,0.0001557050000000615,0.05633949100000013,7.948000000013167e-05,5.034500000000719e-05
668,669,4.96549733,1.1.1.1,Target,TCP,60,443  >  50456 [ACK] Seq=1 Ack=518 Win=65535 Len=0,False,,,Exfiltration,3,  >   [ACK] Seq= Ack= Win= Len=,[ACK],1,518,65535,0,0.00026741000000019,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,571,54,60,74,60,54,60,1160,60,True,True,False,True,False,True,False,False,False,0.0003606089999994566,4.3989999999993756e-05,0.030827048999999995,0.00046947000000052697,0.00013373999999988229,0.00037973899999954597,0.0001557050000000615,0.05633949100000013,7.948000000013167e-05
669,670,5.001734765,1.1.1.1,Target,TLSv1.3,1514,"Server Hello, Change Cipher Spec",False,,,Exfiltration,3,"Server Hello, Change Cipher Spec",,,,,,0.03623743500000032,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,60,571,54,60,74,60,54,60,1160,False,True,True,False,True,False,True,False,False,0.00026741000000019,0.0003606089999994566,4.3989999999993756e-05,0.030827048999999995,0.00046947000000052697,0.00013373999999988229,0.00037973899999954597,0.0001557050000000615,0.05633949100000013
670,671,5.001758205,Target,1.1.1.1,TCP,54,50456  >  443 [ACK] Seq=518 Ack=1461 Win=31240 Len=0,True,Linux,Python,Exfiltration,3,  >   [ACK] Seq= Ack= Win= Len=,[ACK],518,1461,31240,0,2.3439999999652628e-05,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,1514,60,571,54,60,74,60,54,60,False,False,True,True,False,True,False,True,False,0.03623743500000032,0.00026741000000019,0.0003606089999994566,4.3989999999993756e-05,0.030827048999999995,0.00046947000000052697,0.00013373999999988229,0.00037973899999954597,0.0001557050000000615
671,672,5.00199028,1.1.1.1,Target,TLSv1.3,1330,Application Data,False,,,Exfiltration,3,Application Data,,,,,,0.00023207500000044234,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,54,1514,60,571,54,60,74,60,54,True,False,False,True,True,False,True,False,True,2.3439999999652628e-05,0.03623743500000032,0.00026741000000019,0.0003606089999994566,4.3989999999993756e-05,0.030827048999999995,0.00046947000000052697,0.00013373999999988229,0.00037973899999954597
672,673,5.00204527,Target,1.1.1.1,TCP,54,50456  >  443 [ACK] Seq=518 Ack=2737 Win=34080 Len=0,True,Linux,Python,Exfiltration,3,  >   [ACK] Seq= Ack= Win= Len=,[ACK],518,2737,34080,0,5.498999999975496e-05,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,1330,54,1514,60,571,54,60,74,60,False,True,False,False,True,True,False,True,False,0.00023207500000044234,2.3439999999652628e-05,0.03623743500000032,0.00026741000000019,0.0003606089999994566,4.3989999999993756e-05,0.030827048999999995,0.00046947000000052697,0.00013373999999988229
673,674,5.002443315,Target,1.1.1.1,TLSv1.3,134,"Change Cipher Spec, Application Data",True,Linux,Python,Exfiltration,3,"Change Cipher Spec, Application Data",,,,,,0.000398044999999847,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,54,1330,54,1514,60,571,54,60,74,True,False,True,False,False,True,True,False,True,5.498999999975496e-05,0.00023207500000044234,2.3439999999652628e-05,0.03623743500000032,0.00026741000000019,0.0003606089999994566,4.3989999999993756e-05,0.030827048999999995,0.00046947000000052697
674,675,5.002561805,1.1.1.1,Target,TCP,60,443  >  50456 [ACK] Seq=2737 Ack=598 Win=65535 Len=0,False,,,Exfiltration,3,  >   [ACK] Seq= Ack= Win= Len=,[ACK],2737,598,65535,0,0.00011849000000019316,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,134,54,1330,54,1514,60,571,54,60,True,True,False,True,False,False,True,True,False,0.000398044999999847,5.498999999975496e-05,0.00023207500000044234,2.3439999999652628e-05,0.03623743500000032,0.00026741000000019,0.0003606089999994566,4.3989999999993756e-05,0.030827048999999995
675,676,5.002572245,Target,1.1.1.1,TLSv1.3,279,Application Data,True,Linux,Python,Exfiltration,3,Application Data,,,,,,1.0439999999611871e-05,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,60,134,54,1330,54,1514,60,571,54,False,True,True,False,True,False,False,True,True,0.00011849000000019316,0.000398044999999847,5.498999999975496e-05,0.00023207500000044234,2.3439999999652628e-05,0.03623743500000032,0.00026741000000019,0.0003606089999994566,4.3989999999993756e-05
676,677,5.00270145,1.1.1.1,Target,TCP,60,443  >  50456 [ACK] Seq=2737 Ack=823 Win=65535 Len=0,False,,,Exfiltration,3,  >   [ACK] Seq= Ack= Win= Len=,[ACK],2737,823,65535,0,0.00012920500000035418,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,279,60,134,54,1330,54,1514,60,571,True,False,True,True,False,True,False,False,True,1.0439999999611871e-05,0.00011849000000019316,0.000398044999999847,5.498999999975496e-05,0.00023207500000044234,2.3439999999652628e-05,0.03623743500000032,0.00026741000000019,0.0003606089999994566
677,678,5.053585325,1.1.1.1,Target,TLSv1.3,1160,"Application Data, Application Data",False,,,Exfiltration,3,"Application Data, Application Data",,,,,,0.050883875000000245,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,60,279,60,134,54,1330,54,1514,60,False,True,False,True,True,False,True,False,False,0.00012920500000035418,1.0439999999611871e-05,0.00011849000000019316,0.000398044999999847,5.498999999975496e-05,0.00023207500000044234,2.3439999999652628e-05,0.03623743500000032,0.00026741000000019
678,679,5.053795684,1.1.1.1,Target,TCP,60,"443  >  50456 [FIN, ACK] Seq=3843 Ack=823 Win=65535 Len=0",False,,,Exfiltration,3,"  >   [FIN, ACK] Seq= Ack= Win= Len=","[FIN, ACK]",3843,823,65535,0,0.0002103589999995492,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,1160,60,279,60,134,54,1330,54,1514,False,False,True,False,True,True,False,True,False,0.050883875000000245,0.00012920500000035418,1.0439999999611871e-05,0.00011849000000019316,0.000398044999999847,5.498999999975496e-05,0.00023207500000044234,2.3439999999652628e-05,0.03623743500000032
679,680,5.0540182289999995,Target,1.1.1.1,TCP,54,"50456  >  443 [FIN, ACK] Seq=823 Ack=3844 Win=36920 Len=0",True,Linux,Python,Exfiltration,3,"  >   [FIN, ACK] Seq= Ack= Win= Len=","[FIN, ACK]",823,3844,36920,0,0.00022254499999974087,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,60,1160,60,279,60,134,54,1330,54,False,False,False,True,False,True,True,False,True,0.0002103589999995492,0.050883875000000245,0.00012920500000035418,1.0439999999611871e-05,0.00011849000000019316,0.000398044999999847,5.498999999975496e-05,0.00023207500000044234,2.3439999999652628e-05
680,681,5.054174849,1.1.1.1,Target,TCP,60,443  >  50456 [ACK] Seq=3844 Ack=824 Win=65535 Len=0,False,,,Exfiltration,3,  >   [ACK] Seq= Ack= Win= Len=,[ACK],3844,824,65535,0,0.00015662000000027376,TCP,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,54,60,1160,60,279,60,134,54,1330,True,False,False,False,True,False,True,True,False,0.00022254499999974087,0.0002103589999995492,0.050883875000000245,0.00012920500000035418,1.0439999999611871e-05,0.00011849000000019316,0.000398044999999847,5.498999999975496e-05,0.00023207500000044234
681,682,5.054553099,Target,1.1.1.1,TCP,74,50458  >  443 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=1403850849 TSecr=0 WS=1024,True,Linux,Python,Exfiltration,3,  >   [SYN] Seq= Win= Len= MSS= SACK_PERM= TSval= TSecr= WS=,[SYN],0,,29200,0,0.00037824999999980236,TCP,TCP,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,60,54,60,1160,60,279,60,134,54,False,True,False,False,False,True,False,True,True,0.00015662000000027376,0.00022254499999974087,0.0002103589999995492,0.050883875000000245,0.00012920500000035418,1.0439999999611871e-05,0.00011849000000019316,0.000398044999999847,5.498999999975496e-05
682,683,5.086068687,1.1.1.1,Target,TCP,60,"443  >  50458 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460",False,,,Exfiltration,3,"  >   [SYN, ACK] Seq= Ack= Win= Len= MSS=","[SYN, ACK]",0,1,65535,0,0.03151558800000043,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,74,60,54,60,1160,60,279,60,134,True,False,True,False,False,False,True,False,True,0.00037824999999980236,0.00015662000000027376,0.00022254499999974087,0.0002103589999995492,0.050883875000000245,0.00012920500000035418,1.0439999999611871e-05,0.00011849000000019316,0.000398044999999847
683,684,5.086123957,Target,1.1.1.1,TCP,54,50458  >  443 [ACK] Seq=1 Ack=1 Win=29200 Len=0,True,Linux,Python,Exfiltration,3,  >   [ACK] Seq= Ack= Win= Len=,[ACK],1,1,29200,0,5.526999999982962e-05,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TLSv1.3,TCP,60,74,60,54,60,1160,60,279,60,False,True,False,True,False,False,False,True,False,0.03151558800000043,0.00037824999999980236,0.00015662000000027376,0.00022254499999974087,0.0002103589999995492,0.050883875000000245,0.00012920500000035418,1.0439999999611871e-05,0.00011849000000019316
684,685,5.086489737,Target,1.1.1.1,TLSv1.3,571,Client Hello,True,Linux,Python,Exfiltration,3,Client Hello,,,,,,0.00036578000000009325,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TLSv1.3,54,60,74,60,54,60,1160,60,279,True,False,True,False,True,False,False,False,True,5.526999999982962e-05,0.03151558800000043,0.00037824999999980236,0.00015662000000027376,0.00022254499999974087,0.0002103589999995492,0.050883875000000245,0.00012920500000035418,1.0439999999611871e-05
